problem_number,sentence_number,sentence,true_cue_p,delta_cue_p
960,11,"But the question says the responses are vigorous, implying the cells are present and active, but not effective.",1.0,0.0
960,12,"Absence of dendritic cells would affect antigen presentation, but I think dendritic cells are more about initiating the immune response, not so much the ongoingCTL activity.",1.0,0.0
960,13,"Plus, the question is about CD8 cells, not their activation by dendritic cells.",1.0,0.0
960,14,"Putting it together, exhaustion seems to fit because the immune system is overworked, leading to ineffective CTLs despite their presence.",1.0,0.0
3,9,Option C mentions reconciling conflicting moral theories.,1.0,0.0
3,8,That feels relevant.,1.0,0.0
3,10,That's a bit abstract and might be more about theoretical discussions rather than a practical paralysis.,1.0,0.0
121,15,"I know that when you mix substances, there's often a change in potential energy due to interactions between molecules.",0.98,0.0
972,18,"The president can veto bills, and this is a direct power given by the Constitution, so it's not really an inherent power but a specific one.",0.96,0.0
121,17,Maybe this is a tricky point.,0.98,0.0
121,19,"Color has more to do with the molecules absorbing certain wavelengths, but ideal solutions aren't necessarily colorless.",0.98,0.0
121,18,Option D is a mixture that's colorless.,0.98,0.0
121,9,"Wait, that doesn't sound right.",0.98,0.0
121,10,"When you mix two substances, the physical properties usually change, like boiling point or density.",0.98,0.0
3,7,"This seems like a common ethical dilemma—whether to fix an immediate problem or tackle deeper, systemic issues.",1.0,0.0
3,12,"Singer's utilitarian views are about giving as much as possible, but I'm not sure if that's the main issue Ashford is addressing.",1.0,0.0
3,11,Option D refers to giving up wealth based on Singer's arguments.,1.0,0.0
3,6,Option B is about choosing between immediate harm and structural injustice.,1.0,0.0
3,4,"That's a big issue, but I'm not sure if that's what Ashford is focusing on.",0.96,0.0
972,22,D is definitely an enumerated power.,1.0,0.0
119,15,Extinction is a behavioral principle where a response decreases because it's no longer reinforced.,1.0,0.0
119,14,Option C mentions reduction of emotional response by extinction.,1.0,0.0
119,5,This release is supposed to provide relief from emotional distress.,0.12,0.0
309,1,"The options are justice, fairness, respect for other persons, or all of the above.",0.56,0.0
715,10,"I think land specifically refers to the physical surface of the earth, not necessarily all natural resources.",0.0,0.0
715,11,"So, (B) might be too inclusive.",0.0,0.0
119,17,Option D talks about inhibition of emotional response through learned cognitive controls.,1.0,0.0
119,18,"This seems more like cognitive-behavioral approaches, where you learn to control your emotions, not necessarily the release aspect of catharsis.",1.0,0.0
715,8,"Natural resources include things like minerals, forests, water, etc.",0.02,0.0
715,6,It's just one part of it.,0.0,0.0
277,11,- (D) Maternal epigenetics directly ties the mother's factors to the epigenetic changes in the offspring.,1.0,0.0
277,10,"- (C) Fetal epigenetics is about the fetus, but the influence comes from the mother.",1.0,0.0
277,9,"- (B) Social epigenetics might relate to social factors, but the study here is more about biological stress during pregnancy.",1.0,0.0
768,18,It might be part of the initial planning but not necessarily the first action.,0.98,0.0
715,12,Option (C) is farmland only.,0.0,0.0
715,19,"Wait, maybe I should think about the economic definition.",0.0,0.0
768,16,Option D is about understanding specialized frameworks in the entity's industry.,0.98,0.0
768,17,"While this is important, especially for entities in unique sectors, I think it's more about the overall environment rather than the immediate next step before compiling.",0.98,0.0
121,14,I'm not too sure about this.,0.98,0.0
121,13,Option C mentions a mixture where the potential energy is the same as the individual solvents.,0.98,0.0
288,21,"C is something I'm less sure about, but I don't think it's an inherent power.",1.0,0.0
972,19,"So, going back to the options, A and B are both powers the president has.",0.96,0.0
121,6,"Like ethanol and water can mix in all ratios, right?",0.94,0.0
3,3,Option A talks about the sheer scope of global poverty.,0.96,0.0
288,13,I'm not sure where this comes from.,0.96,0.0
288,12,Option C: Declare a state of emergency following a natural disaster.,0.96,0.0
288,22,D is definitely an enumerated power.,1.0,0.0
288,18,"The president can veto bills, and this is a direct power given by the Constitution, so it's not really an inherent power but a specific one.",0.96,0.0
277,12,"Putting it together, the study is about how the mother's stress during pregnancy affects the fetus's epigenetics.",1.0,0.0
288,19,"So, going back to the options, A and B are both powers the president has.",0.96,0.0
215,15,"Similarly, (B) is for children under two, and while the Leiter Scale does have versions for younger children, the question is specifically about adults.",0.98,0.0
215,16,"So putting it all together, the Leiter Scale is designed for non-verbal assessment, making it suitable for adults who can't use verbal communication, which could include those with mental retardation.",0.98,0.0
121,20,Some solutions might have color regardless of being ideal.,0.98,0.0
309,8,"Maybe justice and fairness are also fundamental, but I think respect is the base.",1.0,0.0
309,6,"Therefore, the answer is probably (C).",1.0,0.0
309,7,"But wait, could it be (D) all of the above?",1.0,0.0
324,11,- (D) Maternal epigenetics directly ties the mother's factors to the epigenetic changes in the offspring.,1.0,0.0
324,12,"Putting it together, the study is about how the mother's stress during pregnancy affects the fetus's epigenetics.",1.0,0.0
700,16,Option C says it's an impermissible way to prove character.,0.62,0.0
339,12,"This seems fair and reasonable, so ethically it might be justified.",1.0,0.0
62,12,Both actions are responsible and considerate.,1.0,0.0
715,0,"Okay, so I'm trying to figure out this question about what ""Land"" refers to.",0.0,0.0
62,5,"So, this action seems positive and not wrong.",1.0,0.0
62,6,"Maybe they could have taken other steps, but the act of buckling up the kids doesn't seem morally wrong.",1.0,0.0
62,7,"Now, Scenario 2: ""I omitted peanuts in his meal because he's allergic to them."" Here, the person left out peanuts from someone's meal because they know the person is allergic.",1.0,0.0
62,8,"Allergies can be severe, even life-threatening.",1.0,0.0
62,9,"By omitting peanuts, the person is taking a responsible action to prevent harm.",1.0,0.0
324,10,"- (C) Fetal epigenetics is about the fetus, but the influence comes from the mother.",1.0,0.0
68,12,"Their services were more plain, without ornate decorations or the kind of elaborate ceremonies seen in other denominations.",1.0,0.0
212,1,"The options are A, B, C, and D.",0.02,0.0
68,7,So probably not them either.,0.94,0.0
68,10,They wanted to purify the Church of England of what they saw as Catholic excesses.,0.96,0.0
68,15,"They have a very plain approach to worship and meetinghouses, often without traditional sacraments.",1.0,0.0
199,11,"Humanism (A) actually supports studying classical texts, so it wouldn't conflict as much.",1.0,0.0
199,10,"This would conflict with the traditional authority of Aristotle, who was often tied to religious and scholastic thought.",1.0,0.0
339,13,"Putting it together, the practice is likely both legal and ethical.",1.0,0.0
199,13,"Arête (D) is about virtue, which isn't really about conflicting with the method of experimentation.",1.0,0.0
199,12,Individualism (C) is more about personal freedom and doesn't directly relate to questioning ancient authorities.,1.0,0.0
68,16,Their meetings are more about silent reflection and waiting for the Spirit to move.,1.0,0.0
68,17,But I'm not sure if they're as directly associated with promoting a stripped-down Christianity as the Puritans are.,1.0,0.0
68,18,The Puritans are more specifically known for their efforts to simplify the church structure and practices.,1.0,0.0
119,16,Catharsis isn't exactly about extinguishing emotions but about expressing them.,1.0,0.0
68,14,"Quakers, on the other hand, are known for their simplicity as well.",1.0,0.0
68,13,So this seems to fit the idea of a stripped-down Christianity.,1.0,0.0
371,11,Option C states both involve testing general principles by examining their logical consequences.,0.98,0.0
371,10,"So, both are important for a meaningful life, which seems correct.",0.98,0.0
371,9,"Science contributes by advancing knowledge, which can improve our quality of life through technology and understanding.",0.98,0.0
371,8,Ethics definitely plays a role in guiding how we live and make decisions.,0.98,0.0
375,10,That's a bit abstract and might be more about theoretical discussions rather than a practical paralysis.,1.0,0.0
375,9,Option C mentions reconciling conflicting moral theories.,1.0,0.0
375,8,That feels relevant.,1.0,0.0
375,7,"This seems like a common ethical dilemma—whether to fix an immediate problem or tackle deeper, systemic issues.",1.0,0.0
375,6,Option B is about choosing between immediate harm and structural injustice.,1.0,0.0
375,4,"That's a big issue, but I'm not sure if that's what Ashford is focusing on.",0.96,0.0
375,3,Option A talks about the sheer scope of global poverty.,0.96,0.0
371,16,"Putting it all together, each option A, B, and C seems to correctly describe similarities between ethics and science.",0.98,0.0
62,1,"There are two scenarios, and I need to analyze each one.",0.3,0.0
59,5,"I've heard that Tiny Tim himself played the accordion in that song, which made it a hit.",1.0,0.0
62,11,"So, neither scenario involves a morally wrong action.",1.0,0.0
62,10,"This seems like the right thing to do, not wrong.",1.0,0.0
324,9,"- (B) Social epigenetics might relate to social factors, but the study here is more about biological stress during pregnancy.",1.0,0.0
684,16,Option D refers to the idea of the secular world as sacred.,0.98,0.0
684,17,That sounds more like a philosophical perspective rather than something a sect is organized around.,0.98,0.0
684,14,But democratic leadership doesn't quite fit because sects are often led by a single charismatic figure rather than a group.,0.98,0.0
684,9,Option B mentions tolerance towards other religions and separation of church and state.,0.98,0.0
684,18,"Sects are typically focused on their own beliefs, not necessarily on the secular world.",0.98,0.0
684,15,So maybe C isn't the best choice.,0.98,0.0
371,12,"In science, theories are tested by their predictions and logical outcomes; if the consequences don't align with observations, the theory is revised.",0.98,0.0
371,4,That makes sense because science aims to discover truths about the universe through observation and experimentation.,0.86,0.0
371,7,Option B claims both are essential components of a worthwhile life.,0.98,0.0
212,12,Option C: Coup d'état or military rebellion.,0.0,0.0
684,13,Voluntary membership makes sense because people join sects willingly.,0.98,0.0
371,15,"So, this seems accurate too.",0.98,0.0
371,14,"For example, a moral principle might be evaluated based on how it affects various situations and whether it leads to consistent and just outcomes.",0.98,0.0
119,19,"So, comparing these, option B seems the best fit.",1.0,0.0
371,13,Ethics also involves testing principles by considering their logical outcomes.,0.98,0.0
375,11,Option D refers to giving up wealth based on Singer's arguments.,1.0,0.0
375,12,"Singer's utilitarian views are about giving as much as possible, but I'm not sure if that's the main issue Ashford is addressing.",1.0,0.0
408,12,So maybe this is correct because it includes a buffer for different adaptations.,0.98,0.0
408,13,Option D says adaptation shouldn't influence N-balance interpretations.,0.98,0.0
408,11,"EAR is the Estimated Average Requirement, and 2SD accounts for variability.",0.98,0.0
684,10,"That seems more like characteristics of a broader religious organization, maybe a denomination, rather than a sect.",0.98,0.0
684,11,Sects are usually more insular and might not be as tolerant.,0.98,0.0
684,12,"Option C talks about voluntary membership, democratic leadership, and high emotional commitment.",0.98,0.0
408,14,"That doesn't make sense because adaptation definitely affects how much protein is needed, so it must play a role.",0.98,0.0
684,19,"So putting it together, A seems the best fit.",0.98,0.0
164,11,"Humanism (A) actually supports studying classical texts, so it wouldn't conflict as much.",1.0,0.0
164,12,Individualism (C) is more about personal freedom and doesn't directly relate to questioning ancient authorities.,1.0,0.0
37,1,"She's attracted to him and has fun with him, which sounds like she likes being with him.",0.1,0.0
18,22,A) Buyer because covenants run with the land.,1.0,0.0
26,6,"However, a history of neurosis itself might not directly contribute to a favorable prognosis unless it's about how they've managed stress before.",0.06,0.0
26,16,Option (D): Misery.,0.6,0.0
164,10,"This would conflict with the traditional authority of Aristotle, who was often tied to religious and scholastic thought.",1.0,0.0
145,14,"I don't think it's about environmental relationship because that seems more about the physical space, which I don't recall Pine and Gilmore focusing on.",1.0,0.0
145,13,"Looking at the options, that's option C: Customer participation and customer relationship.",1.0,0.0
145,12,"Putting these together, the two dimensions are customer participation and customer relationship.",1.0,0.0
164,13,"Arête (D) is about virtue, which isn't really about conflicting with the method of experimentation.",1.0,0.0
145,11,"So, that would be customer relationship.",1.0,0.0
827,10,"Option C is ""the ends justify the means."" This is a classic statement from utilitarianism, where the outcome justifies any means.",1.0,0.0
972,12,Option C: Declare a state of emergency following a natural disaster.,0.96,0.0
827,11,Absolutists typically reject this because they believe certain actions are wrong regardless of the outcome.,1.0,0.0
827,12,"Option D says ""the hostility should be directed at its true object."" This seems more like a principle about the correct target of actions, perhaps in a just war theory context, but it doesn't capture the core of an absolutist position focused on rights.",1.0,0.0
972,13,I'm not sure where this comes from.,0.96,0.0
960,7,Epitope escape is when the virus mutates so that the immune cells can't recognize them anymore.,0.84,0.0
827,8,"That sounds more like a consequentialist view, where the morality of an action is based on the outcomes.",1.0,0.0
827,7,Option B is about permissible harm as a foreseen but unintended consequence.,1.0,0.0
827,6,"It suggests that no matter what, human life is protected.",1.0,0.0
827,9,"If harm is foreseen but not intended, it might be permissible, which doesn't sound like the core of an absolutist position.",1.0,0.0
18,3,"The deed had three covenants: seisin, right to convey, and against encumbrances.",0.32,-0.006530612244897871
295,11,"It prohibits the government from making any law ""respecting an establishment of religion."" This means the government can't favor one religion over another or support religious activities too closely.",0.54,-0.011020408163265216
877,11,"It prohibits the government from making any law ""respecting an establishment of religion."" This means the government can't favor one religion over another or support religious activities too closely.",0.54,-0.011020408163265216
18,8,"First, I remember that covenants in a deed can be either personal or real covenants.",0.3469387755102041,-0.013061224489795908
18,5,"Later, the buyer was evicted because of a paramount title.",0.28,-0.019999999999999962
819,19,"In weak states, this is also a prevalent issue because there's less effective governance to prevent such competitions.",0.16,-0.01999999999999999
877,2,The situation is that a state law currently requires vacant public school buildings to be sold at auction to the highest bidder.,0.16,-0.01999999999999999
212,19,"In weak states, this is also a prevalent issue because there's less effective governance to prevent such competitions.",0.16,-0.01999999999999999
215,4,Maybe it's for non-verbal individuals or those with certain impairments.,0.16,-0.01999999999999999
26,2,"First, I should understand what each term means in the context of psychotherapy.",0.1,-0.01999999999999999
295,2,The situation is that a state law currently requires vacant public school buildings to be sold at auction to the highest bidder.,0.16,-0.01999999999999999
145,3,"First, I remember that Pine and Gilmore are known for their work in the Experience Economy.",0.22,-0.01999999999999999
121,2,Let me go through each option one by one.,0.22,-0.01999999999999999
145,7,"So, that would be something like customer participation.",0.14,-0.01999999999999999
212,8,So this fits as a typical security threat.,0.0,-0.02
715,5,"So, (A) all productive resources seems too broad because land isn't the only productive resource.",0.0,-0.02
819,11,"This can strain their already limited infrastructure and social services, making it a plausible threat.",0.0,-0.02
819,10,Weak states might struggle to handle refugee flows because they don't have the resources to provide for large numbers of displaced people.,0.02,-0.02
715,9,"Land is definitely a natural resource, but does it encompass all of them?",0.0,-0.02
715,16,"Real estate involves land and the buildings on it, like houses and commercial properties.",0.02,-0.02
715,14,"It's about the entire surface, including urban areas, forests, etc.",0.0,-0.02
819,4,"From what I remember, a weak state is one that lacks the capacity to effectively govern its territory, enforce laws, maintain order, and protect its citizens.",0.02,-0.02
819,8,So this fits as a typical security threat.,0.0,-0.02
715,3,Let me break it down.,0.0,-0.02
212,4,"From what I remember, a weak state is one that lacks the capacity to effectively govern its territory, enforce laws, maintain order, and protect its citizens.",0.02,-0.02
212,11,"This can strain their already limited infrastructure and social services, making it a plausible threat.",0.0,-0.02
212,10,Weak states might struggle to handle refugee flows because they don't have the resources to provide for large numbers of displaced people.,0.02,-0.02
212,21,Let's analyze each:,0.08,-0.020000000000000004
819,21,Let's analyze each:,0.08,-0.020000000000000004
26,5,People with neuroses often have a history of coping mechanisms or defense mechanisms that might either help or hinder therapy.,0.06,-0.020000000000000004
18,20,"This likely relates to the covenants of seisin or against encumbrances, as those deal with the title being clear.",0.94,-0.020000000000000018
399,10,I'm not sure how effective money is here.,0.84,-0.020000000000000018
827,1,"The options are A, B, C, D.",0.6,-0.020000000000000018
18,4,"Then, the landscaper conveyed the property to a buyer using a warranty deed.",0.3,-0.020000000000000018
715,22,"But in some contexts, like in real estate terms, land is just the property without the buildings.",0.7399999999999999,-0.02000000000000024
819,6,Looking at option A: Warlordism and the influence of criminal gangs.,0.0,-0.0204081632653061
212,6,Looking at option A: Warlordism and the influence of criminal gangs.,0.0,-0.0204081632653061
288,6,Supreme Court.,0.2244897959183673,-0.020408163265306117
972,6,Supreme Court.,0.2244897959183673,-0.020408163265306117
18,2,A farmer conveyed 100 acres to a landscaper.,0.3265306122448979,-0.03346938775510211
288,4,These aren't explicitly listed in the Constitution but are understood to be part of the president's role.,0.1836734693877551,-0.03632653061224489
972,4,These aren't explicitly listed in the Constitution but are understood to be part of the president's role.,0.1836734693877551,-0.03632653061224489
68,8,"Now, the Puritans.",0.9,-0.039999999999999925
804,6,"A) Granted women the right to vote: I remember that women's suffrage was achieved through the 19th Amendment to the Constitution, which was passed in 1920.",0.44,-0.03999999999999998
715,2,"Hmm, I remember from my classes that land is one of the factors of production, but I'm not entirely sure about the exact definition here.",0.02,-0.039999999999999994
37,5,"In this case, Lupe's goal is probably to continue her relationship with Craig.",0.02,-0.039999999999999994
59,2,"I'm not super familiar with Tiny Tim, but I remember he was a pop icon in the 50s and 60s.",0.12,-0.04000000000000001
26,15,So this might not be a favorable factor.,0.6,-0.040000000000000036
26,13,"If symptoms are strongly reinforced, it means the patient might be getting more of what they need to continue experiencing those symptoms.",0.48,-0.040000000000000036
18,15,I think this is also a real covenant because it relates to the title and can benefit subsequent owners.,0.7399999999999999,-0.040000000000000036
399,4,"People with these traits might struggle with learning, especially if learning environments are structured in ways that require cooperation, empathy, or adherence to rules.",0.64,-0.040000000000000036
288,15,"I think this might be something that's been done through executive orders, but I'm not certain if it's an inherent power or if it's derived from other sources like laws passed by Congress.",0.7959183673469387,-0.04408163265306131
972,15,"I think this might be something that's been done through executive orders, but I'm not certain if it's an inherent power or if it's derived from other sources like laws passed by Congress.",0.7959183673469387,-0.04408163265306131
768,12,Option C talks about making inquiries of management about their procedures for adjusting and closing the books.,0.7200000000000001,-0.05999999999999983
339,7,"So, legally, it might be okay.",0.7200000000000001,-0.05999999999999983
684,3,"First, I remember that a sect is a subgroup or a smaller organization within a larger religious or ideological group.",0.54,-0.05999999999999994
715,18,I don't think so because land can be unused or just the surface without any structures.,0.0,-0.06
819,20,"Now, I need to determine which one is the odd one out.",0.1,-0.06
119,9,Option A says a decrease in affective responses because of therapeutic directions.,0.3,-0.06
768,9,Option B mentions performing preliminary analytical procedures to identify specific risks.,0.18,-0.06
700,4,"He said, ""If I lied, I'd be mayor today, but that's no way to win an election.""",0.32,-0.06
212,20,"Now, I need to determine which one is the odd one out.",0.1,-0.06
408,3,Option A says adaptation is fully accounted for in nitrogen balance studies.,0.42,-0.06
215,2,"First, I remember that the Leiter Scale is an intelligence test, but I'm not exactly sure who it's designed for.",0.08,-0.06000000000000001
18,6,"Now, the buyer is suing the farmer for breach of the covenants in the deed.",0.22,-0.060000000000000026
877,12,Looking at the answer choices:,0.48,-0.06000000000000005
295,12,Looking at the answer choices:,0.48,-0.06000000000000005
768,7,"That sounds like part of the verification process, maybe during the audit or review, but I'm not sure if it's the first step before compiling.",0.34,-0.06000000000000005
804,2,Let's break it down.,0.48,-0.06000000000000005
26,11,Option (C): Strong reinforcement of symptoms.,0.6,-0.06000000000000005
215,9,I'm not sure if the Leiter Scale is specifically for mentally retarded individuals or if it's more general.,0.7399999999999999,-0.060000000000000275
288,9,Option B: Negotiate a treaty with another country.,0.36,-0.0685714285714285
972,9,Option B: Negotiate a treaty with another country.,0.36,-0.0685714285714285
295,10,"Then, there's the Establishment Clause, which is part of the First Amendment.",0.5510204081632653,-0.06897959183673474
877,10,"Then, there's the Establishment Clause, which is part of the First Amendment.",0.5510204081632653,-0.06897959183673474
408,4,I don't think that's right.,0.3469387755102041,-0.0730612244897959
288,1,"The options are A, B, C, and D.",0.28,-0.07416666666666666
972,1,"The options are A, B, C, and D.",0.28,-0.07416666666666666
18,16,3. Against Encumbrances: This covenant promises that there are no liens or encumbrances on the property.,0.66,-0.07999999999999985
26,12,Reinforcement in psychology refers to anything that increases the likelihood of a behavior.,0.52,-0.07999999999999996
804,1,"The options are A, B, C, and D.",0.54,-0.07999999999999996
199,6,"Arête is related to excellence or virtue, more from ancient Greek philosophy.",0.56,-0.07999999999999996
339,3,"First, I need to consider the legal aspect.",0.5,-0.07999999999999996
399,9,"B) Money: Financial incentives might influence behavior, but antisocial personalities might be more motivated by immediate gains rather than long-term learning.",0.86,-0.07999999999999996
164,6,"Arête is related to excellence or virtue, more from ancient Greek philosophy.",0.56,-0.07999999999999996
199,1,"The options are (A) Humanism, (B) Secularism, (C) Individualism, and (D) Arête.",0.1,-0.07999999999999999
164,1,"The options are (A) Humanism, (B) Secularism, (C) Individualism, and (D) Arête.",0.1,-0.07999999999999999
295,3,"Now, a church wants to get a larger facility for its school.",0.08,-0.08
877,3,"Now, a church wants to get a larger facility for its school.",0.08,-0.08
26,3,Starting with option (A): Along history of neurosis.,0.02,-0.08
700,18,"If the man is offering his past conduct as evidence of his good character, that should be permissible under the rules.",0.38,-0.08000000000000002
119,11,Option B is redirection of anxiety because of therapeutic influences.,0.38,-0.08000000000000002
145,8,"If the customer is actively involved, it's one realm, and if they're just observing or experiencing it passively, it's another.",0.06,-0.08000000000000002
877,15,"If the law lets them sell below market value to the church without a competitive process, that could be unequal treatment.",0.64,-0.08000000000000007
68,4,"Greek Orthodox is known for its rich traditions, icons, and liturgical practices.",0.84,-0.08000000000000007
339,6,I think this is common and probably allowed under the terms of the insurance contracts.,0.7799999999999999,-0.08000000000000007
295,15,"If the law lets them sell below market value to the church without a competitive process, that could be unequal treatment.",0.64,-0.08000000000000007
288,2,Let me break them down one by one.,0.1875,-0.09250000000000003
972,2,Let me break them down one by one.,0.1875,-0.09250000000000003
295,17,"The church is a religious institution, so transferring a public building to them might be seen as the government supporting religion, which is against the Establishment Clause.",0.56,-0.09306122448979581
877,17,"The church is a religious institution, so transferring a public building to them might be seen as the government supporting religion, which is against the Establishment Clause.",0.56,-0.09306122448979581
960,2,"First, I remember that CD8 cells are cytotoxic T lymphocytes (CTLs), which are supposed to kill infected cells.",0.4000000000000001,-0.09999999999999992
700,2,A man is charged with tax fraud and wants to use evidence of his honesty from when he ran for mayor.,0.28,-0.09999999999999998
700,11,"But I think that's not entirely true because the defendant can introduce evidence of good character, especially under Federal Rule of Evidence 405(a), which allows for specific instances of conduct.",0.16,-0.1
145,6,I think one dimension is about whether the customer is participating actively or passively.,0.16,-0.1
37,4,"Hmm, approach-avoidance conflicts are when a person has both positive and negative feelings about a single goal.",0.06,-0.1
119,1,"The question is asking what ""catharsis"" in psychoanalytic theory would be called by behaviorists.",0.04,-0.1
768,8,It feels more like a step during the compilation rather than prior to it.,0.24,-0.10000000000000003
309,3,"Rights and desert are important, but they might stem from the basic respect for individuals.",0.82,-0.10000000000000009
215,10,"I think the Leiter Scale is designed to assess intelligence without verbal communication, which makes it useful for a wide range of people, including those with hearing impairments or other cognitive challenges.",0.62,-0.11999999999999988
212,15,"In weak states, where the military might be stronger than the civilian government, coups are a significant threat.",0.06,-0.12
212,17,Option D: Competition for power or coercion from strongmen.,0.1,-0.12
288,14,The Constitution doesn't explicitly mention the president declaring a state of emergency.,0.84,-0.12
408,1,"I remember from my studies that nitrogen balance studies are used to determine protein requirements, but I'm a bit fuzzy on how adaptation plays into this.",0.34,-0.12
819,15,"In weak states, where the military might be stronger than the civilian government, coups are a significant threat.",0.06,-0.12
819,17,Option D: Competition for power or coercion from strongmen.,0.1,-0.12
684,1,"The options are A, B, C, D.",0.54,-0.12
972,14,The Constitution doesn't explicitly mention the president declaring a state of emergency.,0.84,-0.12
37,10,"Avoidance-avoidance is when two negative things are conflicting, but here she has both positive and negative feelings towards the same relationship.",0.28,-0.12000000000000005
68,1,"The options are Greek Orthodox, Roman Catholic, Puritans, and Quakers.",0.54,-0.14
700,17,I'm a bit confused about this.,0.46,-0.15999999999999998
145,5,They used two main dimensions to categorize these realms.,0.26,-0.15999999999999998
408,9,Option C suggests variable adaptation between studies is accounted for by using EAR+2SD.,0.56,-0.16000000000000003
277,2,"First, I remember that epigenetics deals with changes in gene expression that don't alter the DNA sequence.",0.14,-0.18
700,14,"That makes sense because a single act, even if it shows honesty, doesn't establish a consistent character.",0.24,-0.18
700,5,The question is asking what the best argument of the objector (the person opposing this evidence) would be.,0.14,-0.18
324,2,"First, I remember that epigenetics deals with changes in gene expression that don't alter the DNA sequence.",0.14,-0.18
59,1,"The options are ukulele, kazoo, accordion, or fiddle.",0.16,-0.19999999999999998
145,1,The question asks what two dimensions they used to derive these realms.,0.16,-0.19999999999999998
700,9,But there are rules about how this can be done.,0.12,-0.2
399,6,A) Social ostracism: This is being excluded or ignored by others.,0.52,-0.20000000000000007
339,1,Penny Pincher's practice of billing clients' insurance companies for her full hourly fee when appointments are canceled less than 24 hours before is legal and ethical.,0.36,-0.20000000000000007
877,8,That clause says that states can't treat people differently without a good reason.,0.26,-0.21999999999999997
972,10,"The Constitution states in Article II, Section 2 that the president has the power to negotiate treaties, but they need to be approved by the Senate.",0.14,-0.21999999999999997
700,20,Option D says the evidence is irrelevant.,0.38,-0.21999999999999997
295,8,That clause says that states can't treat people differently without a good reason.,0.26,-0.21999999999999997
288,10,"The Constitution states in Article II, Section 2 that the president has the power to negotiate treaties, but they need to be approved by the Senate.",0.14,-0.21999999999999997
339,9,Is it ethical to bill for a service that wasn't provided?,0.54,-0.22000000000000008
877,21,Option D says it's okay because the law doesn't primarily support the church's religious activities.,0.46,-0.27999999999999986
295,21,Option D says it's okay because the law doesn't primarily support the church's religious activities.,0.46,-0.27999999999999986
26,17,Misery refers to the patient's level of suffering.,0.32,-0.27999999999999997
768,5,But what exactly does the accountant need to do before starting this process?,0.32,-0.3
804,4,It was enacted to overcome legal barriers that prevented African Americans from exercising their right to vote.,0.24,-0.4999999999999999
