layer,sentence,pn,split
11,20,18,train
11,20,26,train
11,20,212,train
11,20,288,train
11,20,295,train
11,20,877,test
11,20,121,test
11,21,700,train
11,21,715,train
11,21,819,train
11,21,972,train
11,21,18,train
11,21,26,train
11,21,212,train
11,21,288,train
11,21,295,train
11,21,877,test
11,21,121,test
11,22,700,train
11,22,715,train
11,22,819,train
11,22,972,train
11,22,18,train
11,22,26,train
11,22,212,train
11,22,288,train
11,22,295,train
11,22,877,test
11,22,121,test
12,0,684,train
12,0,700,train
12,0,715,train
12,0,768,train
12,0,819,train
12,0,827,train
12,0,960,train
12,0,972,train
12,0,3,train
12,0,18,train
12,0,26,train
12,0,37,train
12,0,62,train
12,0,68,train
12,0,119,train
12,0,164,train
12,0,199,train
12,0,212,train
12,0,277,train
12,0,288,train
12,0,295,train
12,0,309,train
12,0,324,train
12,0,371,train
12,0,375,train
12,0,408,train
12,0,804,test
12,0,877,test
12,0,59,test
12,0,121,test
12,0,145,test
12,0,215,test
12,0,339,test
12,0,399,test
12,1,684,train
12,1,700,train
12,1,715,train
12,1,768,train
12,1,819,train
12,1,827,train
12,1,960,train
12,1,972,train
12,1,3,train
12,1,18,train
12,1,26,train
12,1,37,train
12,1,62,train
12,1,68,train
12,1,119,train
12,1,164,train
12,1,199,train
12,1,212,train
12,1,277,train
12,1,288,train
12,1,295,train
12,1,309,train
12,1,324,train
12,1,371,train
12,1,375,train
12,1,408,train
12,1,804,test
12,1,877,test
12,1,59,test
12,1,121,test
12,1,145,test
12,1,215,test
12,1,339,test
12,1,399,test
12,2,684,train
12,2,700,train
12,2,715,train
12,2,768,train
12,2,819,train
12,2,827,train
12,2,960,train
12,2,972,train
12,2,3,train
12,2,18,train
12,2,26,train
12,2,37,train
12,2,62,train
12,2,68,train
12,2,119,train
12,2,164,train
12,2,199,train
12,2,212,train
12,2,277,train
12,2,288,train
12,2,295,train
12,2,309,train
12,2,324,train
12,2,371,train
12,2,375,train
12,2,408,train
12,2,804,test
12,2,877,test
12,2,59,test
12,2,121,test
12,2,145,test
12,2,215,test
12,2,339,test
12,2,399,test
12,3,684,train
12,3,700,train
12,3,715,train
12,3,768,train
12,3,819,train
12,3,827,train
12,3,960,train
12,3,972,train
12,3,3,train
12,3,18,train
12,3,26,train
12,3,37,train
12,3,62,train
12,3,68,train
12,3,119,train
12,3,164,train
12,3,199,train
12,3,212,train
12,3,277,train
12,3,288,train
12,3,295,train
12,3,309,train
12,3,324,train
12,3,371,train
12,3,375,train
12,3,408,train
12,3,804,test
12,3,877,test
12,3,59,test
12,3,121,test
12,3,145,test
12,3,215,test
12,3,339,test
12,3,399,test
12,4,684,train
12,4,700,train
12,4,715,train
12,4,768,train
12,4,819,train
12,4,827,train
12,4,960,train
12,4,972,train
12,4,3,train
12,4,18,train
12,4,26,train
12,4,37,train
12,4,62,train
12,4,68,train
12,4,119,train
12,4,164,train
12,4,199,train
12,4,212,train
12,4,277,train
12,4,288,train
12,4,295,train
12,4,309,train
12,4,324,train
12,4,371,train
12,4,375,train
12,4,408,train
12,4,804,test
12,4,877,test
12,4,59,test
12,4,121,test
12,4,145,test
12,4,215,test
12,4,339,test
12,4,399,test
12,5,684,train
12,5,700,train
12,5,715,train
12,5,768,train
12,5,819,train
12,5,827,train
12,5,960,train
12,5,972,train
12,5,3,train
12,5,18,train
12,5,26,train
12,5,37,train
12,5,62,train
12,5,68,train
12,5,119,train
12,5,164,train
12,5,199,train
12,5,212,train
12,5,277,train
12,5,288,train
12,5,295,train
12,5,309,train
12,5,324,train
12,5,371,train
12,5,375,train
12,5,408,train
12,5,804,test
12,5,877,test
12,5,59,test
12,5,121,test
12,5,145,test
12,5,215,test
12,5,339,test
12,5,399,test
12,6,684,train
12,6,700,train
12,6,715,train
12,6,768,train
12,6,819,train
12,6,827,train
12,6,960,train
12,6,972,train
12,6,3,train
12,6,18,train
12,6,26,train
12,6,37,train
12,6,62,train
12,6,68,train
12,6,119,train
12,6,164,train
12,6,199,train
12,6,212,train
12,6,277,train
12,6,288,train
12,6,295,train
12,6,309,train
12,6,324,train
12,6,371,train
12,6,375,train
12,6,408,train
12,6,804,test
12,6,877,test
12,6,121,test
12,6,145,test
12,6,215,test
12,6,339,test
12,6,399,test
12,7,684,train
12,7,700,train
12,7,715,train
12,7,768,train
12,7,819,train
12,7,827,train
12,7,960,train
12,7,972,train
12,7,3,train
12,7,18,train
12,7,26,train
12,7,37,train
12,7,62,train
12,7,68,train
12,7,119,train
12,7,164,train
12,7,199,train
12,7,212,train
12,7,277,train
12,7,288,train
12,7,295,train
12,7,309,train
12,7,324,train
12,7,371,train
12,7,375,train
12,7,408,train
12,7,804,test
12,7,877,test
12,7,121,test
12,7,145,test
12,7,215,test
12,7,339,test
12,7,399,test
12,8,684,train
12,8,700,train
12,8,715,train
12,8,768,train
12,8,819,train
12,8,827,train
12,8,960,train
12,8,972,train
12,8,3,train
12,8,18,train
12,8,26,train
12,8,37,train
12,8,62,train
12,8,68,train
12,8,119,train
12,8,164,train
12,8,199,train
12,8,212,train
12,8,277,train
12,8,288,train
12,8,295,train
12,8,309,train
12,8,324,train
12,8,371,train
12,8,375,train
12,8,408,train
12,8,804,test
12,8,877,test
12,8,121,test
12,8,145,test
12,8,215,test
12,8,339,test
12,8,399,test
12,9,684,train
12,9,700,train
12,9,715,train
12,9,768,train
12,9,819,train
12,9,827,train
12,9,960,train
12,9,972,train
12,9,3,train
12,9,18,train
12,9,26,train
12,9,37,train
12,9,62,train
12,9,68,train
12,9,119,train
12,9,164,train
12,9,199,train
12,9,212,train
12,9,277,train
12,9,288,train
12,9,295,train
12,9,324,train
12,9,371,train
12,9,375,train
12,9,408,train
12,9,804,test
12,9,877,test
12,9,121,test
12,9,145,test
12,9,215,test
12,9,339,test
12,9,399,test
12,10,684,train
12,10,700,train
12,10,715,train
12,10,768,train
12,10,819,train
12,10,827,train
12,10,960,train
12,10,972,train
12,10,3,train
12,10,18,train
12,10,26,train
12,10,37,train
12,10,62,train
12,10,68,train
12,10,119,train
12,10,164,train
12,10,199,train
12,10,212,train
12,10,277,train
12,10,288,train
12,10,295,train
12,10,324,train
12,10,371,train
12,10,375,train
12,10,408,train
12,10,804,test
12,10,877,test
12,10,121,test
12,10,145,test
12,10,215,test
12,10,339,test
12,10,399,test
12,11,684,train
12,11,700,train
12,11,715,train
12,11,768,train
12,11,819,train
12,11,827,train
12,11,960,train
12,11,972,train
12,11,3,train
12,11,18,train
12,11,26,train
12,11,37,train
12,11,62,train
12,11,68,train
12,11,119,train
12,11,164,train
12,11,199,train
12,11,212,train
12,11,277,train
12,11,288,train
12,11,295,train
12,11,324,train
12,11,371,train
12,11,375,train
12,11,408,train
12,11,804,test
12,11,877,test
12,11,121,test
12,11,145,test
12,11,215,test
12,11,339,test
12,11,399,test
12,12,684,train
12,12,700,train
12,12,715,train
12,12,768,train
12,12,819,train
12,12,827,train
12,12,960,train
12,12,972,train
12,12,3,train
12,12,18,train
12,12,26,train
12,12,37,train
12,12,62,train
12,12,68,train
12,12,119,train
12,12,164,train
12,12,199,train
12,12,212,train
12,12,277,train
12,12,288,train
12,12,295,train
12,12,324,train
12,12,371,train
12,12,375,train
12,12,408,train
12,12,804,test
12,12,877,test
12,12,121,test
12,12,145,test
12,12,215,test
12,12,339,test
12,12,399,test
12,13,684,train
12,13,700,train
12,13,715,train
12,13,768,train
12,13,819,train
12,13,960,train
12,13,972,train
12,13,18,train
12,13,26,train
12,13,37,train
12,13,68,train
12,13,119,train
12,13,164,train
12,13,199,train
12,13,212,train
12,13,288,train
12,13,295,train
12,13,371,train
12,13,408,train
12,13,804,test
12,13,877,test
12,13,121,test
12,13,145,test
12,13,215,test
12,13,339,test
12,13,399,test
12,14,684,train
12,14,700,train
12,14,715,train
12,14,768,train
12,14,819,train
12,14,960,train
12,14,972,train
12,14,18,train
12,14,26,train
12,14,68,train
12,14,119,train
12,14,212,train
12,14,288,train
12,14,295,train
12,14,371,train
12,14,408,train
12,14,804,test
12,14,877,test
12,14,121,test
12,14,145,test
12,14,215,test
12,15,684,train
12,15,700,train
12,15,715,train
12,15,768,train
12,15,819,train
12,15,960,train
12,15,972,train
12,15,18,train
12,15,26,train
12,15,68,train
12,15,119,train
12,15,212,train
12,15,288,train
12,15,295,train
12,15,371,train
12,15,877,test
12,15,121,test
12,15,215,test
12,16,684,train
12,16,700,train
12,16,715,train
12,16,768,train
12,16,819,train
12,16,972,train
12,16,18,train
12,16,26,train
12,16,68,train
12,16,119,train
12,16,212,train
12,16,288,train
12,16,295,train
12,16,371,train
12,16,877,test
12,16,121,test
12,16,215,test
12,17,684,train
12,17,700,train
12,17,715,train
12,17,768,train
12,17,819,train
12,17,972,train
12,17,18,train
12,17,26,train
12,17,68,train
12,17,119,train
12,17,212,train
12,17,288,train
12,17,295,train
12,17,877,test
12,17,121,test
12,18,684,train
12,18,700,train
12,18,715,train
12,18,768,train
12,18,819,train
12,18,972,train
12,18,18,train
12,18,26,train
12,18,68,train
12,18,119,train
12,18,212,train
12,18,288,train
12,18,295,train
12,18,877,test
12,18,121,test
12,19,684,train
12,19,700,train
12,19,715,train
12,19,819,train
12,19,972,train
12,19,18,train
12,19,26,train
12,19,119,train
12,19,212,train
12,19,288,train
12,19,295,train
12,19,877,test
12,19,121,test
12,20,700,train
12,20,715,train
12,20,819,train
12,20,972,train
12,20,18,train
12,20,26,train
12,20,212,train
12,20,288,train
12,20,295,train
12,20,877,test
12,20,121,test
12,21,700,train
12,21,715,train
12,21,819,train
12,21,972,train
12,21,18,train
12,21,26,train
12,21,212,train
12,21,288,train
12,21,295,train
12,21,877,test
12,21,121,test
12,22,700,train
12,22,715,train
12,22,819,train
12,22,972,train
12,22,18,train
12,22,26,train
12,22,212,train
12,22,288,train
12,22,295,train
12,22,877,test
12,22,121,test
13,0,684,train
13,0,700,train
13,0,715,train
13,0,768,train
13,0,819,train
13,0,827,train
13,0,960,train
13,0,972,train
13,0,3,train
13,0,18,train
13,0,26,train
13,0,37,train
13,0,62,train
13,0,68,train
13,0,119,train
13,0,164,train
13,0,199,train
13,0,212,train
13,0,277,train
13,0,288,train
13,0,295,train
13,0,309,train
13,0,324,train
13,0,371,train
13,0,375,train
13,0,408,train
13,0,804,test
13,0,877,test
13,0,59,test
13,0,121,test
13,0,145,test
13,0,215,test
13,0,339,test
13,0,399,test
13,1,684,train
13,1,700,train
13,1,715,train
13,1,768,train
13,1,819,train
13,1,827,train
13,1,960,train
13,1,972,train
13,1,3,train
13,1,18,train
13,1,26,train
13,1,37,train
13,1,62,train
13,1,68,train
13,1,119,train
13,1,164,train
13,1,199,train
13,1,212,train
13,1,277,train
13,1,288,train
13,1,295,train
13,1,309,train
13,1,324,train
13,1,371,train
13,1,375,train
13,1,408,train
13,1,804,test
13,1,877,test
13,1,59,test
13,1,121,test
13,1,145,test
13,1,215,test
13,1,339,test
13,1,399,test
13,2,684,train
13,2,700,train
13,2,715,train
13,2,768,train
13,2,819,train
13,2,827,train
13,2,960,train
13,2,972,train
13,2,3,train
13,2,18,train
13,2,26,train
13,2,37,train
13,2,62,train
13,2,68,train
13,2,119,train
13,2,164,train
13,2,199,train
13,2,212,train
13,2,277,train
13,2,288,train
13,2,295,train
13,2,309,train
13,2,324,train
13,2,371,train
13,2,375,train
13,2,408,train
13,2,804,test
13,2,877,test
13,2,59,test
13,2,121,test
13,2,145,test
13,2,215,test
13,2,339,test
13,2,399,test
13,3,684,train
13,3,700,train
13,3,715,train
13,3,768,train
13,3,819,train
13,3,827,train
13,3,960,train
13,3,972,train
13,3,3,train
13,3,18,train
13,3,26,train
13,3,37,train
13,3,62,train
13,3,68,train
13,3,119,train
13,3,164,train
13,3,199,train
13,3,212,train
13,3,277,train
13,3,288,train
13,3,295,train
13,3,309,train
13,3,324,train
13,3,371,train
13,3,375,train
13,3,408,train
13,3,804,test
13,3,877,test
13,3,59,test
13,3,121,test
13,3,145,test
13,3,215,test
13,3,339,test
13,3,399,test
13,4,684,train
13,4,700,train
13,4,715,train
13,4,768,train
13,4,819,train
13,4,827,train
13,4,960,train
13,4,972,train
13,4,3,train
13,4,18,train
13,4,26,train
13,4,37,train
13,4,62,train
13,4,68,train
13,4,119,train
13,4,164,train
13,4,199,train
13,4,212,train
13,4,277,train
13,4,288,train
13,4,295,train
13,4,309,train
13,4,324,train
13,4,371,train
13,4,375,train
13,4,408,train
13,4,804,test
13,4,877,test
13,4,59,test
13,4,121,test
13,4,145,test
13,4,215,test
13,4,339,test
13,4,399,test
13,5,684,train
13,5,700,train
13,5,715,train
13,5,768,train
13,5,819,train
13,5,827,train
13,5,960,train
13,5,972,train
13,5,3,train
13,5,18,train
13,5,26,train
13,5,37,train
13,5,62,train
13,5,68,train
13,5,119,train
13,5,164,train
13,5,199,train
13,5,212,train
13,5,277,train
13,5,288,train
13,5,295,train
13,5,309,train
13,5,324,train
13,5,371,train
13,5,375,train
13,5,408,train
13,5,804,test
13,5,877,test
13,5,59,test
13,5,121,test
13,5,145,test
13,5,215,test
13,5,339,test
13,5,399,test
13,6,684,train
13,6,700,train
13,6,715,train
13,6,768,train
13,6,819,train
13,6,827,train
13,6,960,train
13,6,972,train
13,6,3,train
13,6,18,train
13,6,26,train
13,6,37,train
13,6,62,train
13,6,68,train
13,6,119,train
13,6,164,train
13,6,199,train
13,6,212,train
13,6,277,train
13,6,288,train
13,6,295,train
13,6,309,train
13,6,324,train
13,6,371,train
13,6,375,train
13,6,408,train
13,6,804,test
13,6,877,test
13,6,121,test
13,6,145,test
13,6,215,test
13,6,339,test
13,6,399,test
13,7,684,train
13,7,700,train
13,7,715,train
13,7,768,train
13,7,819,train
13,7,827,train
13,7,960,train
13,7,972,train
13,7,3,train
13,7,18,train
13,7,26,train
13,7,37,train
13,7,62,train
13,7,68,train
13,7,119,train
13,7,164,train
13,7,199,train
13,7,212,train
13,7,277,train
13,7,288,train
13,7,295,train
13,7,309,train
13,7,324,train
13,7,371,train
13,7,375,train
13,7,408,train
13,7,804,test
13,7,877,test
13,7,121,test
13,7,145,test
13,7,215,test
13,7,339,test
13,7,399,test
13,8,684,train
13,8,700,train
13,8,715,train
13,8,768,train
13,8,819,train
13,8,827,train
13,8,960,train
13,8,972,train
13,8,3,train
13,8,18,train
13,8,26,train
13,8,37,train
13,8,62,train
13,8,68,train
13,8,119,train
13,8,164,train
13,8,199,train
13,8,212,train
13,8,277,train
13,8,288,train
13,8,295,train
13,8,309,train
13,8,324,train
13,8,371,train
13,8,375,train
13,8,408,train
13,8,804,test
13,8,877,test
13,8,121,test
13,8,145,test
13,8,215,test
13,8,339,test
13,8,399,test
13,9,684,train
13,9,700,train
13,9,715,train
13,9,768,train
13,9,819,train
13,9,827,train
13,9,960,train
13,9,972,train
13,9,3,train
13,9,18,train
13,9,26,train
13,9,37,train
13,9,62,train
13,9,68,train
13,9,119,train
13,9,164,train
13,9,199,train
13,9,212,train
13,9,277,train
13,9,288,train
13,9,295,train
13,9,324,train
13,9,371,train
13,9,375,train
13,9,408,train
13,9,804,test
13,9,877,test
13,9,121,test
13,9,145,test
13,9,215,test
13,9,339,test
13,9,399,test
13,10,684,train
13,10,700,train
13,10,715,train
13,10,768,train
13,10,819,train
13,10,827,train
13,10,960,train
13,10,972,train
13,10,3,train
13,10,18,train
13,10,26,train
13,10,37,train
13,10,62,train
13,10,68,train
13,10,119,train
13,10,164,train
13,10,199,train
13,10,212,train
13,10,277,train
13,10,288,train
13,10,295,train
13,10,324,train
13,10,371,train
13,10,375,train
13,10,408,train
13,10,804,test
13,10,877,test
13,10,121,test
13,10,145,test
13,10,215,test
13,10,339,test
13,10,399,test
13,11,684,train
13,11,700,train
13,11,715,train
13,11,768,train
13,11,819,train
13,11,827,train
13,11,960,train
13,11,972,train
13,11,3,train
13,11,18,train
13,11,26,train
13,11,37,train
13,11,62,train
13,11,68,train
13,11,119,train
13,11,164,train
13,11,199,train
13,11,212,train
13,11,277,train
13,11,288,train
13,11,295,train
13,11,324,train
13,11,371,train
13,11,375,train
13,11,408,train
13,11,804,test
13,11,877,test
13,11,121,test
13,11,145,test
13,11,215,test
13,11,339,test
13,11,399,test
13,12,684,train
13,12,700,train
13,12,715,train
13,12,768,train
13,12,819,train
13,12,827,train
13,12,960,train
13,12,972,train
13,12,3,train
13,12,18,train
13,12,26,train
13,12,37,train
13,12,62,train
13,12,68,train
13,12,119,train
13,12,164,train
13,12,199,train
13,12,212,train
13,12,277,train
13,12,288,train
13,12,295,train
13,12,324,train
13,12,371,train
13,12,375,train
13,12,408,train
13,12,804,test
13,12,877,test
13,12,121,test
13,12,145,test
13,12,215,test
13,12,339,test
13,12,399,test
13,13,684,train
13,13,700,train
13,13,715,train
13,13,768,train
13,13,819,train
13,13,960,train
13,13,972,train
13,13,18,train
13,13,26,train
13,13,37,train
13,13,68,train
13,13,119,train
13,13,164,train
13,13,199,train
13,13,212,train
13,13,288,train
13,13,295,train
13,13,371,train
13,13,408,train
13,13,804,test
13,13,877,test
13,13,121,test
13,13,145,test
13,13,215,test
13,13,339,test
13,13,399,test
13,14,684,train
13,14,700,train
13,14,715,train
13,14,768,train
13,14,819,train
13,14,960,train
13,14,972,train
13,14,18,train
13,14,26,train
13,14,68,train
13,14,119,train
13,14,212,train
13,14,288,train
13,14,295,train
13,14,371,train
13,14,408,train
13,14,804,test
13,14,877,test
13,14,121,test
13,14,145,test
13,14,215,test
13,15,684,train
13,15,700,train
13,15,715,train
13,15,768,train
13,15,819,train
13,15,960,train
13,15,972,train
13,15,18,train
13,15,26,train
13,15,68,train
13,15,119,train
13,15,212,train
13,15,288,train
13,15,295,train
13,15,371,train
13,15,877,test
13,15,121,test
13,15,215,test
13,16,684,train
13,16,700,train
13,16,715,train
13,16,768,train
13,16,819,train
13,16,972,train
13,16,18,train
13,16,26,train
13,16,68,train
13,16,119,train
13,16,212,train
13,16,288,train
13,16,295,train
13,16,371,train
13,16,877,test
13,16,121,test
13,16,215,test
13,17,684,train
13,17,700,train
13,17,715,train
13,17,768,train
13,17,819,train
13,17,972,train
13,17,18,train
13,17,26,train
13,17,68,train
13,17,119,train
13,17,212,train
13,17,288,train
13,17,295,train
13,17,877,test
13,17,121,test
13,18,684,train
13,18,700,train
13,18,715,train
13,18,768,train
13,18,819,train
13,18,972,train
13,18,18,train
13,18,26,train
13,18,68,train
13,18,119,train
13,18,212,train
13,18,288,train
13,18,295,train
13,18,877,test
13,18,121,test
13,19,684,train
13,19,700,train
13,19,715,train
13,19,819,train
13,19,972,train
13,19,18,train
13,19,26,train
13,19,119,train
13,19,212,train
13,19,288,train
13,19,295,train
13,19,877,test
13,19,121,test
13,20,700,train
13,20,715,train
13,20,819,train
13,20,972,train
13,20,18,train
13,20,26,train
13,20,212,train
13,20,288,train
13,20,295,train
13,20,877,test
13,20,121,test
13,21,700,train
13,21,715,train
13,21,819,train
13,21,972,train
13,21,18,train
13,21,26,train
13,21,212,train
13,21,288,train
13,21,295,train
13,21,877,test
13,21,121,test
13,22,700,train
13,22,715,train
13,22,819,train
13,22,972,train
13,22,18,train
13,22,26,train
13,22,212,train
13,22,288,train
13,22,295,train
13,22,877,test
13,22,121,test
14,0,684,train
14,0,700,train
14,0,715,train
14,0,768,train
14,0,819,train
14,0,827,train
14,0,960,train
14,0,972,train
14,0,3,train
14,0,18,train
14,0,26,train
14,0,37,train
14,0,62,train
14,0,68,train
14,0,119,train
14,0,164,train
14,0,199,train
14,0,212,train
14,0,277,train
14,0,288,train
14,0,295,train
14,0,309,train
14,0,324,train
14,0,371,train
14,0,375,train
14,0,408,train
14,0,804,test
14,0,877,test
14,0,59,test
14,0,121,test
14,0,145,test
14,0,215,test
14,0,339,test
14,0,399,test
14,1,684,train
14,1,700,train
14,1,715,train
14,1,768,train
14,1,819,train
14,1,827,train
14,1,960,train
14,1,972,train
14,1,3,train
14,1,18,train
14,1,26,train
14,1,37,train
14,1,62,train
14,1,68,train
14,1,119,train
14,1,164,train
14,1,199,train
14,1,212,train
14,1,277,train
14,1,288,train
14,1,295,train
14,1,309,train
14,1,324,train
14,1,371,train
14,1,375,train
14,1,408,train
14,1,804,test
14,1,877,test
14,1,59,test
14,1,121,test
14,1,145,test
14,1,215,test
14,1,339,test
14,1,399,test
14,2,684,train
14,2,700,train
14,2,715,train
14,2,768,train
14,2,819,train
14,2,827,train
14,2,960,train
14,2,972,train
14,2,3,train
14,2,18,train
14,2,26,train
14,2,37,train
14,2,62,train
14,2,68,train
14,2,119,train
14,2,164,train
14,2,199,train
14,2,212,train
14,2,277,train
14,2,288,train
14,2,295,train
14,2,309,train
14,2,324,train
14,2,371,train
14,2,375,train
14,2,408,train
14,2,804,test
14,2,877,test
14,2,59,test
14,2,121,test
14,2,145,test
14,2,215,test
14,2,339,test
14,2,399,test
14,3,684,train
14,3,700,train
14,3,715,train
14,3,768,train
14,3,819,train
14,3,827,train
14,3,960,train
14,3,972,train
14,3,3,train
14,3,18,train
14,3,26,train
14,3,37,train
14,3,62,train
14,3,68,train
14,3,119,train
14,3,164,train
14,3,199,train
14,3,212,train
14,3,277,train
14,3,288,train
14,3,295,train
14,3,309,train
14,3,324,train
14,3,371,train
14,3,375,train
14,3,408,train
14,3,804,test
14,3,877,test
14,3,59,test
14,3,121,test
14,3,145,test
14,3,215,test
14,3,339,test
14,3,399,test
14,4,684,train
14,4,700,train
14,4,715,train
14,4,768,train
14,4,819,train
14,4,827,train
14,4,960,train
14,4,972,train
14,4,3,train
14,4,18,train
14,4,26,train
14,4,37,train
14,4,62,train
14,4,68,train
14,4,119,train
14,4,164,train
14,4,199,train
14,4,212,train
14,4,277,train
14,4,288,train
14,4,295,train
14,4,309,train
14,4,324,train
14,4,371,train
14,4,375,train
14,4,408,train
14,4,804,test
14,4,877,test
14,4,59,test
14,4,121,test
14,4,145,test
14,4,215,test
14,4,339,test
14,4,399,test
14,5,684,train
14,5,700,train
14,5,715,train
14,5,768,train
14,5,819,train
14,5,827,train
14,5,960,train
14,5,972,train
14,5,3,train
14,5,18,train
14,5,26,train
14,5,37,train
14,5,62,train
14,5,68,train
14,5,119,train
14,5,164,train
14,5,199,train
14,5,212,train
14,5,277,train
14,5,288,train
14,5,295,train
14,5,309,train
14,5,324,train
14,5,371,train
14,5,375,train
14,5,408,train
14,5,804,test
14,5,877,test
14,5,59,test
14,5,121,test
14,5,145,test
14,5,215,test
14,5,339,test
14,5,399,test
14,6,684,train
14,6,700,train
14,6,715,train
14,6,768,train
14,6,819,train
14,6,827,train
14,6,960,train
14,6,972,train
14,6,3,train
14,6,18,train
14,6,26,train
14,6,37,train
14,6,62,train
14,6,68,train
14,6,119,train
14,6,164,train
14,6,199,train
14,6,212,train
14,6,277,train
14,6,288,train
14,6,295,train
14,6,309,train
14,6,324,train
14,6,371,train
14,6,375,train
14,6,408,train
14,6,804,test
14,6,877,test
14,6,121,test
14,6,145,test
14,6,215,test
14,6,339,test
14,6,399,test
14,7,684,train
14,7,700,train
14,7,715,train
14,7,768,train
14,7,819,train
14,7,827,train
14,7,960,train
14,7,972,train
14,7,3,train
14,7,18,train
14,7,26,train
14,7,37,train
14,7,62,train
14,7,68,train
14,7,119,train
14,7,164,train
14,7,199,train
14,7,212,train
14,7,277,train
14,7,288,train
14,7,295,train
14,7,309,train
14,7,324,train
14,7,371,train
14,7,375,train
14,7,408,train
14,7,804,test
14,7,877,test
14,7,121,test
14,7,145,test
14,7,215,test
14,7,339,test
14,7,399,test
14,8,684,train
14,8,700,train
14,8,715,train
14,8,768,train
14,8,819,train
14,8,827,train
14,8,960,train
14,8,972,train
14,8,3,train
14,8,18,train
14,8,26,train
14,8,37,train
14,8,62,train
14,8,68,train
14,8,119,train
14,8,164,train
14,8,199,train
14,8,212,train
14,8,277,train
14,8,288,train
14,8,295,train
14,8,309,train
14,8,324,train
14,8,371,train
14,8,375,train
14,8,408,train
14,8,804,test
14,8,877,test
14,8,121,test
14,8,145,test
14,8,215,test
14,8,339,test
14,8,399,test
14,9,684,train
14,9,700,train
14,9,715,train
14,9,768,train
14,9,819,train
14,9,827,train
14,9,960,train
14,9,972,train
14,9,3,train
14,9,18,train
14,9,26,train
14,9,37,train
14,9,62,train
14,9,68,train
14,9,119,train
14,9,164,train
14,9,199,train
14,9,212,train
14,9,277,train
14,9,288,train
14,9,295,train
14,9,324,train
14,9,371,train
14,9,375,train
14,9,408,train
14,9,804,test
14,9,877,test
14,9,121,test
14,9,145,test
14,9,215,test
14,9,339,test
14,9,399,test
14,10,684,train
14,10,700,train
14,10,715,train
14,10,768,train
14,10,819,train
14,10,827,train
14,10,960,train
14,10,972,train
14,10,3,train
14,10,18,train
14,10,26,train
14,10,37,train
14,10,62,train
14,10,68,train
14,10,119,train
14,10,164,train
14,10,199,train
14,10,212,train
14,10,277,train
14,10,288,train
14,10,295,train
14,10,324,train
14,10,371,train
14,10,375,train
14,10,408,train
14,10,804,test
14,10,877,test
14,10,121,test
14,10,145,test
14,10,215,test
14,10,339,test
14,10,399,test
14,11,684,train
14,11,700,train
14,11,715,train
14,11,768,train
14,11,819,train
14,11,827,train
14,11,960,train
14,11,972,train
14,11,3,train
14,11,18,train
14,11,26,train
14,11,37,train
14,11,62,train
14,11,68,train
14,11,119,train
14,11,164,train
14,11,199,train
14,11,212,train
14,11,277,train
14,11,288,train
14,11,295,train
14,11,324,train
14,11,371,train
14,11,375,train
14,11,408,train
14,11,804,test
14,11,877,test
14,11,121,test
14,11,145,test
14,11,215,test
14,11,339,test
14,11,399,test
14,12,684,train
14,12,700,train
14,12,715,train
14,12,768,train
14,12,819,train
14,12,827,train
14,12,960,train
14,12,972,train
14,12,3,train
14,12,18,train
14,12,26,train
14,12,37,train
14,12,62,train
14,12,68,train
14,12,119,train
14,12,164,train
14,12,199,train
14,12,212,train
14,12,277,train
14,12,288,train
14,12,295,train
14,12,324,train
14,12,371,train
14,12,375,train
14,12,408,train
14,12,804,test
14,12,877,test
14,12,121,test
14,12,145,test
14,12,215,test
14,12,339,test
14,12,399,test
14,13,684,train
14,13,700,train
14,13,715,train
14,13,768,train
14,13,819,train
14,13,960,train
14,13,972,train
14,13,18,train
14,13,26,train
14,13,37,train
14,13,68,train
14,13,119,train
14,13,164,train
14,13,199,train
14,13,212,train
14,13,288,train
14,13,295,train
14,13,371,train
14,13,408,train
14,13,804,test
14,13,877,test
14,13,121,test
14,13,145,test
14,13,215,test
14,13,339,test
14,13,399,test
14,14,684,train
14,14,700,train
14,14,715,train
14,14,768,train
14,14,819,train
14,14,960,train
14,14,972,train
14,14,18,train
14,14,26,train
14,14,68,train
14,14,119,train
14,14,212,train
14,14,288,train
14,14,295,train
14,14,371,train
14,14,408,train
14,14,804,test
14,14,877,test
14,14,121,test
14,14,145,test
14,14,215,test
14,15,684,train
14,15,700,train
14,15,715,train
14,15,768,train
14,15,819,train
14,15,960,train
14,15,972,train
14,15,18,train
14,15,26,train
14,15,68,train
14,15,119,train
14,15,212,train
14,15,288,train
14,15,295,train
14,15,371,train
14,15,877,test
14,15,121,test
14,15,215,test
14,16,684,train
14,16,700,train
14,16,715,train
14,16,768,train
14,16,819,train
14,16,972,train
14,16,18,train
14,16,26,train
14,16,68,train
14,16,119,train
14,16,212,train
14,16,288,train
14,16,295,train
14,16,371,train
14,16,877,test
14,16,121,test
14,16,215,test
14,17,684,train
14,17,700,train
14,17,715,train
14,17,768,train
14,17,819,train
14,17,972,train
14,17,18,train
14,17,26,train
14,17,68,train
14,17,119,train
14,17,212,train
14,17,288,train
14,17,295,train
14,17,877,test
14,17,121,test
14,18,684,train
14,18,700,train
14,18,715,train
14,18,768,train
14,18,819,train
14,18,972,train
14,18,18,train
14,18,26,train
14,18,68,train
14,18,119,train
14,18,212,train
14,18,288,train
14,18,295,train
