problem_index,problem_pn,component_type,layer,head,component_name,baseline_steering,ablated_steering,steering_change,steering_drop,answer_letters
18,145,attn_head,47,17,L47H17,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAACAC
18,145,attn_head,47,37,L47H37,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAAAACC
18,145,mlp,33,-1,L33_MLP,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAACAA
18,145,attn_head,47,19,L47H19,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAACAAAA
18,145,attn_head,47,20,L47H20,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAACACAAAA
18,145,attn_head,47,21,L47H21,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAACAAAA
18,145,attn_head,38,31,L38H31,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACAACAAAAA
18,145,attn_head,38,32,L38H32,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAAAAAC
18,145,mlp,35,-1,L35_MLP,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAAACCAA
18,145,attn_head,39,8,L39H8,0.3,0.2,-0.09999999999999998,0.09999999999999998,AACAAACAAA
18,145,attn_head,39,9,L39H9,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACACAA
18,145,attn_head,32,5,L32H5,0.3,0.2,-0.09999999999999998,0.09999999999999998,AAAAACAACA
18,145,attn_head,32,3,L32H3,0.3,0.2,-0.09999999999999998,0.09999999999999998,ACACAAAAAA
18,145,attn_head,47,0,L47H0,0.3,0.2,-0.09999999999999998,0.09999999999999998,CAAAAAAAAC
18,145,attn_head,46,25,L46H25,0.3,0.3,0.0,-0.0,CCAAAAAACA
18,145,attn_head,33,6,L33H6,0.3,0.3,0.0,-0.0,AAACCACAAA
18,145,attn_head,33,9,L33H9,0.3,0.3,0.0,-0.0,CAAAAAACCA
18,145,attn_head,33,13,L33H13,0.3,0.3,0.0,-0.0,AAAAACCAAC
18,145,attn_head,33,15,L33H15,0.3,0.3,0.0,-0.0,AACCCAAAAA
18,145,attn_head,46,11,L46H11,0.3,0.3,0.0,-0.0,CAAAACAACA
18,145,attn_head,46,16,L46H16,0.3,0.3,0.0,-0.0,ACCAACAAAA
18,145,attn_head,46,18,L46H18,0.3,0.3,0.0,-0.0,CCAAAAACAA
18,145,attn_head,46,21,L46H21,0.3,0.3,0.0,-0.0,AAACAACACA
18,145,attn_head,45,39,L45H39,0.3,0.3,0.0,-0.0,AACAAACACA
18,145,attn_head,46,1,L46H1,0.3,0.3,0.0,-0.0,ACACACAAAA
18,145,attn_head,46,3,L46H3,0.3,0.3,0.0,-0.0,AAAAACACAC
18,145,attn_head,46,4,L46H4,0.3,0.3,0.0,-0.0,ACAAAAAACC
18,145,attn_head,46,7,L46H7,0.3,0.3,0.0,-0.0,AAAAAACCCA
18,145,attn_head,34,23,L34H23,0.3,0.3,0.0,-0.0,ACACACAAAA
18,145,attn_head,34,25,L34H25,0.3,0.3,0.0,-0.0,AACAACCAAA
18,145,attn_head,45,34,L45H34,0.3,0.3,0.0,-0.0,ACAAAACCAA
18,145,attn_head,39,11,L39H11,0.3,0.3,0.0,-0.0,AAAACCAACA
18,145,attn_head,39,15,L39H15,0.3,0.3,0.0,-0.0,ACCCAAAAAA
18,145,attn_head,39,19,L39H19,0.3,0.3,0.0,-0.0,ACACAAAACA
18,145,attn_head,38,35,L38H35,0.3,0.3,0.0,-0.0,CCAAAAAAAC
18,145,attn_head,38,36,L38H36,0.3,0.3,0.0,-0.0,ACAACACAAA
18,145,attn_head,38,37,L38H37,0.3,0.3,0.0,-0.0,ACCACAAAAA
18,145,attn_head,39,10,L39H10,0.3,0.3,0.0,-0.0,AACACAAAAC
18,145,mlp,36,-1,L36_MLP,0.3,0.3,0.0,-0.0,CAAAAACCAA
18,145,mlp,39,-1,L39_MLP,0.3,0.3,0.0,-0.0,AACCACAAAA
18,145,attn_head,38,26,L38H26,0.3,0.3,0.0,-0.0,ACAAACACAA
18,145,attn_head,38,28,L38H28,0.3,0.3,0.0,-0.0,CCAAAAACAA
18,145,attn_head,38,33,L38H33,0.3,0.3,0.0,-0.0,ACAAAACACA
18,145,attn_head,47,32,L47H32,0.3,0.3,0.0,-0.0,CAAAAACCAA
18,145,attn_head,47,33,L47H33,0.3,0.3,0.0,-0.0,ACAAAAACCA
18,145,attn_head,47,35,L47H35,0.3,0.3,0.0,-0.0,AAACCAAACA
18,145,attn_head,47,36,L47H36,0.3,0.3,0.0,-0.0,ACAAACAAAC
18,145,attn_head,38,3,L38H3,0.3,0.3,0.0,-0.0,ACAACAACAA
18,145,attn_head,38,4,L38H4,0.3,0.3,0.0,-0.0,AAAAAAACCC
18,145,attn_head,38,6,L38H6,0.3,0.3,0.0,-0.0,ACAACCAAAA
18,145,attn_head,38,7,L38H7,0.3,0.3,0.0,-0.0,ACAAAAACAC
18,145,attn_head,40,8,L40H8,0.3,0.3,0.0,-0.0,ACAAACCAAA
18,145,attn_head,37,34,L37H34,0.3,0.3,0.0,-0.0,CCAACAAAAA
18,145,attn_head,37,35,L37H35,0.3,0.3,0.0,-0.0,CAAACAAAAC
18,145,attn_head,40,1,L40H1,0.3,0.3,0.0,-0.0,ACACACAAAA
18,145,attn_head,40,2,L40H2,0.3,0.3,0.0,-0.0,AAACACAACA
18,145,attn_head,40,5,L40H5,0.3,0.3,0.0,-0.0,CAAAAAAACC
18,145,attn_head,39,30,L39H30,0.3,0.3,0.0,-0.0,ACCAAACAAA
18,145,attn_head,34,0,L34H0,0.3,0.3,0.0,-0.0,AACACAAACA
18,145,attn_head,34,5,L34H5,0.3,0.3,0.0,-0.0,CAAAACACAA
18,145,attn_head,45,30,L45H30,0.3,0.3,0.0,-0.0,AAACCACAAA
18,145,attn_head,45,31,L45H31,0.3,0.3,0.0,-0.0,AAACACAACA
18,145,attn_head,33,36,L33H36,0.3,0.3,0.0,-0.0,CCAAACAAAA
18,145,attn_head,33,37,L33H37,0.3,0.3,0.0,-0.0,ACCACAAAAA
18,145,attn_head,33,38,L33H38,0.3,0.3,0.0,-0.0,ACAACACAAA
18,145,attn_head,45,23,L45H23,0.3,0.3,0.0,-0.0,ACACCAAAAA
18,145,attn_head,45,25,L45H25,0.3,0.3,0.0,-0.0,AAACCAAAAC
18,145,attn_head,45,26,L45H26,0.3,0.3,0.0,-0.0,CAAAACACAA
18,145,attn_head,45,9,L45H9,0.3,0.3,0.0,-0.0,ACAAAACAAC
18,145,attn_head,45,10,L45H10,0.3,0.3,0.0,-0.0,CAAAAACCAA
18,145,attn_head,45,11,L45H11,0.3,0.3,0.0,-0.0,CACAAACAAA
18,145,attn_head,45,14,L45H14,0.3,0.3,0.0,-0.0,CCAAAACAAA
18,145,attn_head,35,4,L35H4,0.3,0.3,0.0,-0.0,AAACACAAAC
18,145,attn_head,35,11,L35H11,0.3,0.3,0.0,-0.0,AACAAACACA
18,145,attn_head,45,2,L45H2,0.3,0.3,0.0,-0.0,AACACAAAAC
18,145,attn_head,34,29,L34H29,0.3,0.3,0.0,-0.0,CAAAACAAAC
18,145,attn_head,34,33,L34H33,0.3,0.3,0.0,-0.0,ACACAAAAAC
18,145,attn_head,35,3,L35H3,0.3,0.3,0.0,-0.0,CACAACAAAA
18,145,attn_head,44,22,L44H22,0.3,0.3,0.0,-0.0,CCAAAAAACA
18,145,attn_head,44,30,L44H30,0.3,0.3,0.0,-0.0,AAAAAACCCA
18,145,attn_head,44,32,L44H32,0.3,0.3,0.0,-0.0,ACCCAAAAAA
18,145,attn_head,44,34,L44H34,0.3,0.3,0.0,-0.0,CAAACACAAA
18,145,attn_head,44,35,L44H35,0.3,0.3,0.0,-0.0,CCAAACAAAA
18,145,attn_head,44,10,L44H10,0.3,0.3,0.0,-0.0,CAAAAAACCA
18,145,attn_head,44,14,L44H14,0.3,0.3,0.0,-0.0,AAAACAAACC
18,145,attn_head,44,16,L44H16,0.3,0.3,0.0,-0.0,ACCAAAACAA
18,145,attn_head,44,18,L44H18,0.3,0.3,0.0,-0.0,AACCACAAAA
18,145,attn_head,44,19,L44H19,0.3,0.3,0.0,-0.0,AAAACACAAC
18,145,attn_head,44,20,L44H20,0.3,0.3,0.0,-0.0,AACAAACACA
18,145,attn_head,40,29,L40H29,0.3,0.3,0.0,-0.0,CAAAAAACCA
18,145,attn_head,40,31,L40H31,0.3,0.3,0.0,-0.0,AAAAACCCAA
18,145,attn_head,40,32,L40H32,0.3,0.3,0.0,-0.0,CAACCAAAAA
18,145,attn_head,41,3,L41H3,0.3,0.3,0.0,-0.0,AAACAAACCA
18,145,attn_head,41,4,L41H4,0.3,0.3,0.0,-0.0,AAAAACACCA
18,145,attn_head,40,18,L40H18,0.3,0.3,0.0,-0.0,CAACAACAAA
18,145,attn_head,40,20,L40H20,0.3,0.3,0.0,-0.0,ACCAAACAAA
18,145,attn_head,40,21,L40H21,0.3,0.3,0.0,-0.0,CACACAAAAA
18,145,attn_head,40,22,L40H22,0.3,0.3,0.0,-0.0,AAACACCAAA
18,145,attn_head,40,27,L40H27,0.3,0.3,0.0,-0.0,AAAAACACAC
18,145,attn_head,40,28,L40H28,0.3,0.3,0.0,-0.0,AAAAAAACCC
18,145,attn_head,38,25,L38H25,0.3,0.3,0.0,-0.0,AAACAAACAC
18,145,attn_head,40,10,L40H10,0.3,0.3,0.0,-0.0,ACCAAACAAA
18,145,attn_head,40,11,L40H11,0.3,0.3,0.0,-0.0,AAACAACCAA
18,145,attn_head,40,13,L40H13,0.3,0.3,0.0,-0.0,ACAAAAAACC
18,145,attn_head,40,14,L40H14,0.3,0.3,0.0,-0.0,AACAACCAAA
18,145,attn_head,40,15,L40H15,0.3,0.3,0.0,-0.0,CCACAAAAAA
18,145,attn_head,40,16,L40H16,0.3,0.3,0.0,-0.0,AAACACACAA
18,145,attn_head,38,17,L38H17,0.3,0.3,0.0,-0.0,CACAAAACAA
18,145,attn_head,38,23,L38H23,0.3,0.3,0.0,-0.0,AACCAACAAA
18,145,attn_head,35,39,L35H39,0.3,0.3,0.0,-0.0,CAAAAACAAC
18,145,attn_head,36,1,L36H1,0.3,0.3,0.0,-0.0,AACAAACCAA
18,145,attn_head,36,2,L36H2,0.3,0.3,0.0,-0.0,AAAACACAAC
18,145,attn_head,36,4,L36H4,0.3,0.3,0.0,-0.0,AAAAAACACC
18,145,attn_head,36,6,L36H6,0.3,0.3,0.0,-0.0,ACAACACAAA
18,145,attn_head,35,24,L35H24,0.3,0.3,0.0,-0.0,CCAAAAACAA
18,145,attn_head,35,25,L35H25,0.3,0.3,0.0,-0.0,AACAACAAAC
18,145,attn_head,35,27,L35H27,0.3,0.3,0.0,-0.0,ACCAAAACAA
18,145,attn_head,35,32,L35H32,0.3,0.3,0.0,-0.0,AAACCAAACA
18,145,attn_head,35,36,L35H36,0.3,0.3,0.0,-0.0,AAACACAAAC
18,145,attn_head,43,39,L43H39,0.3,0.3,0.0,-0.0,AACAACACAA
18,145,attn_head,44,7,L44H7,0.3,0.3,0.0,-0.0,AACAACACAA
18,145,attn_head,44,8,L44H8,0.3,0.3,0.0,-0.0,AAAAACACCA
18,145,attn_head,43,20,L43H20,0.3,0.3,0.0,-0.0,AACCCAAAAA
18,145,attn_head,43,27,L43H27,0.3,0.3,0.0,-0.0,AAAACCAACA
18,145,attn_head,43,29,L43H29,0.3,0.3,0.0,-0.0,AAACCACAAA
18,145,attn_head,43,35,L43H35,0.3,0.3,0.0,-0.0,AAAACCAAAC
18,145,attn_head,37,22,L37H22,0.3,0.3,0.0,-0.0,CACACAAAAA
18,145,attn_head,37,23,L37H23,0.3,0.3,0.0,-0.0,CAAAAAACCA
18,145,attn_head,37,27,L37H27,0.3,0.3,0.0,-0.0,ACACAAAAAC
18,145,attn_head,37,30,L37H30,0.3,0.3,0.0,-0.0,ACAAACAACA
18,145,attn_head,37,4,L37H4,0.3,0.3,0.0,-0.0,AAAAAACCCA
18,145,attn_head,37,5,L37H5,0.3,0.3,0.0,-0.0,CAAAACAACA
18,145,attn_head,37,9,L37H9,0.3,0.3,0.0,-0.0,AACCAACAAA
18,145,attn_head,37,13,L37H13,0.3,0.3,0.0,-0.0,CCCAAAAAAA
18,145,attn_head,37,21,L37H21,0.3,0.3,0.0,-0.0,AACCAAACAA
18,145,attn_head,41,24,L41H24,0.3,0.3,0.0,-0.0,CAAACAAAAC
18,145,attn_head,41,28,L41H28,0.3,0.3,0.0,-0.0,AAACCAAACA
18,145,attn_head,41,32,L41H32,0.3,0.3,0.0,-0.0,CAACAAAACA
18,145,attn_head,41,11,L41H11,0.3,0.3,0.0,-0.0,CAAAACACAA
18,145,attn_head,41,13,L41H13,0.3,0.3,0.0,-0.0,CAAACACAAA
18,145,attn_head,41,20,L41H20,0.3,0.3,0.0,-0.0,AAACAAACCA
18,145,attn_head,36,31,L36H31,0.3,0.3,0.0,-0.0,AAAACACACA
18,145,attn_head,36,33,L36H33,0.3,0.3,0.0,-0.0,AAACCAAAAC
18,145,attn_head,36,35,L36H35,0.3,0.3,0.0,-0.0,ACCACAAAAA
18,145,attn_head,36,38,L36H38,0.3,0.3,0.0,-0.0,AAAAAACCCA
18,145,attn_head,36,39,L36H39,0.3,0.3,0.0,-0.0,AAAACACAAC
18,145,attn_head,37,1,L37H1,0.3,0.3,0.0,-0.0,AAAAACACAC
18,145,attn_head,43,19,L43H19,0.3,0.3,0.0,-0.0,AAACACACAA
18,145,attn_head,36,21,L36H21,0.3,0.3,0.0,-0.0,AAACACAACA
18,145,attn_head,36,24,L36H24,0.3,0.3,0.0,-0.0,AAAAACCACA
18,145,attn_head,36,27,L36H27,0.3,0.3,0.0,-0.0,CACAAAACAA
18,145,attn_head,36,28,L36H28,0.3,0.3,0.0,-0.0,ACACAAAACA
18,145,attn_head,36,10,L36H10,0.3,0.3,0.0,-0.0,AAACCCAAAA
18,145,attn_head,36,11,L36H11,0.3,0.3,0.0,-0.0,AAAAACAACC
18,145,attn_head,36,14,L36H14,0.3,0.3,0.0,-0.0,AACAACAACA
18,145,attn_head,36,18,L36H18,0.3,0.3,0.0,-0.0,ACCAACAAAA
18,145,attn_head,43,6,L43H6,0.3,0.3,0.0,-0.0,AAACACCAAA
18,145,attn_head,43,7,L43H7,0.3,0.3,0.0,-0.0,AACCCAAAAA
18,145,attn_head,43,12,L43H12,0.3,0.3,0.0,-0.0,AAAACCAAAC
18,145,attn_head,43,15,L43H15,0.3,0.3,0.0,-0.0,AACAAAACCA
18,145,attn_head,43,5,L43H5,0.3,0.3,0.0,-0.0,AAACAACACA
18,145,attn_head,42,22,L42H22,0.3,0.3,0.0,-0.0,CACACAAAAA
18,145,attn_head,42,25,L42H25,0.3,0.3,0.0,-0.0,AAACAAACCA
18,145,attn_head,42,33,L42H33,0.3,0.3,0.0,-0.0,AAAAACCAAC
18,145,attn_head,42,34,L42H34,0.3,0.3,0.0,-0.0,ACCAAAACAA
18,145,attn_head,42,4,L42H4,0.3,0.3,0.0,-0.0,CCAAACAAAA
18,145,attn_head,42,7,L42H7,0.3,0.3,0.0,-0.0,CAAACCAAAA
18,145,attn_head,42,11,L42H11,0.3,0.3,0.0,-0.0,AAAACACACA
18,145,attn_head,42,12,L42H12,0.3,0.3,0.0,-0.0,CCAAAAAACA
18,145,attn_head,42,18,L42H18,0.3,0.3,0.0,-0.0,ACACAACAAA
18,145,attn_head,42,20,L42H20,0.3,0.3,0.0,-0.0,ACCAAAAACA
18,145,attn_head,37,33,L37H33,0.3,0.3,0.0,-0.0,AAAAAACCCA
18,145,attn_head,41,38,L41H38,0.3,0.3,0.0,-0.0,ACAACAAAAC
18,145,attn_head,42,1,L42H1,0.3,0.3,0.0,-0.0,AAAAACCCAA
18,145,attn_head,47,10,L47H10,0.3,0.3,0.0,-0.0,ACAAAAACCA
18,145,attn_head,46,34,L46H34,0.3,0.3,0.0,-0.0,AACAACCAAA
18,145,attn_head,46,35,L46H35,0.3,0.3,0.0,-0.0,AAAAACCACA
18,145,attn_head,46,38,L46H38,0.3,0.3,0.0,-0.0,ACAACAACAA
18,145,attn_head,47,2,L47H2,0.3,0.3,0.0,-0.0,AACAAAAACC
18,145,attn_head,47,8,L47H8,0.3,0.3,0.0,-0.0,ACACAAAACA
18,145,attn_head,33,28,L33H28,0.3,0.3,0.0,-0.0,AACAACAAAC
18,145,attn_head,46,29,L46H29,0.3,0.3,0.0,-0.0,CAAAACAACA
18,145,attn_head,33,16,L33H16,0.3,0.3,0.0,-0.0,CCAAAAAAAC
18,145,attn_head,33,18,L33H18,0.3,0.3,0.0,-0.0,AAACCACAAA
18,145,attn_head,33,22,L33H22,0.3,0.3,0.0,-0.0,AACCAAACAA
18,145,attn_head,47,22,L47H22,0.3,0.3,0.0,-0.0,ACAACAACAA
18,145,attn_head,47,24,L47H24,0.3,0.3,0.0,-0.0,ACAAAACCAA
18,145,attn_head,47,26,L47H26,0.3,0.3,0.0,-0.0,AAACAACCAA
18,145,attn_head,47,27,L47H27,0.3,0.3,0.0,-0.0,CAACCAAAAA
18,145,attn_head,32,37,L32H37,0.3,0.3,0.0,-0.0,AAAACACACA
18,145,attn_head,32,18,L32H18,0.3,0.3,0.0,-0.0,AAACAACACA
18,145,attn_head,32,21,L32H21,0.3,0.3,0.0,-0.0,AAACAAACAC
18,145,attn_head,32,29,L32H29,0.3,0.3,0.0,-0.0,AACAAACAAC
18,145,attn_head,32,11,L32H11,0.3,0.3,0.0,-0.0,AAAACCACAA
18,145,attn_head,32,12,L32H12,0.3,0.3,0.0,-0.0,AAAACCCAAA
18,145,attn_head,32,14,L32H14,0.3,0.3,0.0,-0.0,CAACAAAACA
18,145,attn_head,32,15,L32H15,0.3,0.3,0.0,-0.0,AAACAACACA
18,145,attn_head,32,16,L32H16,0.3,0.3,0.0,-0.0,CAAAAACCAA
18,145,attn_head,32,10,L32H10,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAAAAACCAC
18,145,attn_head,32,13,L32H13,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAAACACACC
18,145,attn_head,32,17,L32H17,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAAAACACAC
18,145,attn_head,32,27,L32H27,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAAAAACCCC
18,145,attn_head,32,25,L32H25,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCACAAAAAC
18,145,attn_head,32,31,L32H31,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACACCACAAA
18,145,attn_head,32,30,L32H30,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACACACAAAC
18,145,attn_head,32,33,L32H33,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAAACCACAA
18,145,attn_head,33,20,L33H20,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAACACACCA
18,145,attn_head,47,28,L47H28,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCACACAAAA
18,145,attn_head,32,35,L32H35,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACACCAAACA
18,145,attn_head,41,7,L41H7,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCACACAAA
18,145,attn_head,36,30,L36H30,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAACACCACA
18,145,attn_head,36,29,L36H29,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAACACCAAA
18,145,attn_head,33,19,L33H19,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAACCAAACC
18,145,attn_head,33,29,L33H29,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAAAACAAC
18,145,attn_head,33,32,L33H32,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACACAACCAA
18,145,attn_head,32,9,L32H9,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACACCACAA
18,145,attn_head,41,37,L41H37,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCCAAAACA
18,145,attn_head,47,13,L47H13,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACAACACAC
18,145,attn_head,47,12,L47H12,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAAAAACAC
18,145,attn_head,47,11,L47H11,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCACCAAAA
18,145,attn_head,46,37,L46H37,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACAAACCAA
18,145,attn_head,46,31,L46H31,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAAACAACAC
18,145,attn_head,46,28,L46H28,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAACCAAAA
18,145,attn_head,46,27,L46H27,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCACAAACA
18,145,attn_head,33,33,L33H33,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAACAACACA
18,145,attn_head,41,36,L41H36,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCAAAAACC
18,145,attn_head,41,35,L41H35,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACACAAAAC
18,145,attn_head,36,17,L36H17,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACAAACACA
18,145,attn_head,36,16,L36H16,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCACAAAAAC
18,145,attn_head,36,19,L36H19,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCAAAAACC
18,145,attn_head,41,12,L41H12,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCAACCAAA
18,145,attn_head,43,2,L43H2,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACAACCAAA
18,145,attn_head,43,8,L43H8,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAAAACCCCA
18,145,attn_head,42,35,L42H35,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAAACACAAC
18,145,attn_head,42,37,L42H37,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACAAACCACA
18,145,attn_head,42,39,L42H39,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAAACACACC
18,145,attn_head,43,1,L43H1,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACAACCACA
18,145,attn_head,42,24,L42H24,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAACCAACAA
18,145,attn_head,42,30,L42H30,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAACACAAA
18,145,attn_head,42,32,L42H32,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACCCAAAAA
18,145,attn_head,42,13,L42H13,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCCCAAAAAA
18,145,attn_head,43,14,L43H14,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAAAAACAC
18,145,attn_head,43,16,L43H16,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACAAACCCA
18,145,attn_head,40,39,L40H39,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACCAAAAAC
18,145,attn_head,40,25,L40H25,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAACAAACAC
18,145,attn_head,44,31,L44H31,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACCCAAAAA
18,145,attn_head,44,36,L44H36,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACACACACAA
18,145,attn_head,44,21,L44H21,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACCACACAA
18,145,attn_head,44,15,L44H15,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACCAAAACA
18,145,attn_head,44,39,L44H39,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACAACCACAA
18,145,attn_head,45,19,L45H19,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACAACAAACC
18,145,attn_head,45,28,L45H28,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAAAAACACC
18,145,attn_head,45,24,L45H24,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAAAACACAC
18,145,attn_head,35,12,L35H12,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACCAAAACC
18,145,attn_head,35,33,L35H33,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACAACACAA
18,145,attn_head,38,18,L38H18,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACACAACAAC
18,145,attn_head,35,38,L35H38,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACACACAACA
18,145,attn_head,43,36,L43H36,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACACACAAC
18,145,attn_head,44,5,L44H5,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAACAAACCC
18,145,attn_head,35,26,L35H26,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAACCAACAA
18,145,attn_head,44,9,L44H9,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCAAAAACC
18,145,attn_head,35,29,L35H29,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAAACAACCA
18,145,attn_head,37,28,L37H28,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACACCACAA
18,145,attn_head,37,29,L37H29,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCCAAAACAA
18,145,attn_head,43,31,L43H31,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACAAACCAA
18,145,attn_head,37,19,L37H19,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAACCAACAC
18,145,attn_head,37,24,L37H24,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCCAAAACA
18,145,attn_head,37,14,L37H14,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAACCAAACC
18,145,attn_head,37,12,L37H12,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACACACAAC
18,145,attn_head,37,2,L37H2,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCCAAAAACA
18,145,attn_head,37,3,L37H3,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAACACAAA
18,145,attn_head,41,22,L41H22,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACCAAAAAC
18,145,attn_head,41,17,L41H17,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACAACACACA
18,145,attn_head,33,14,L33H14,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCCCAAAAAA
18,145,mlp,46,-1,L46_MLP,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACCACCAAA
18,145,attn_head,46,13,L46H13,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAACAAACCA
18,145,attn_head,45,35,L45H35,0.3,0.4,0.10000000000000003,-0.10000000000000003,AAAACCACCA
18,145,attn_head,46,9,L46H9,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAACACAAA
18,145,attn_head,32,0,L32H0,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCCAAAAACA
18,145,attn_head,38,30,L38H30,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAACAAACA
18,145,mlp,34,-1,L34_MLP,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACCAACAAAC
18,145,attn_head,38,38,L38H38,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAAACCAAA
18,145,attn_head,38,39,L38H39,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACACAACCA
18,145,attn_head,39,2,L39H2,0.3,0.4,0.10000000000000003,-0.10000000000000003,CACAAACAAC
18,145,attn_head,39,16,L39H16,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAACACAAAC
18,145,attn_head,34,16,L34H16,0.3,0.4,0.10000000000000003,-0.10000000000000003,ACAAAACCCA
18,145,attn_head,37,39,L37H39,0.3,0.4,0.10000000000000003,-0.10000000000000003,CAACCACAAA
18,145,attn_head,47,31,L47H31,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCCACAAAAA
18,145,attn_head,47,29,L47H29,0.3,0.4,0.10000000000000003,-0.10000000000000003,AACACCACAA
18,145,attn_head,39,39,L39H39,0.3,0.4,0.10000000000000003,-0.10000000000000003,CCAAACACAA
