problem_index,problem_pn,component_type,layer,head,component_name,baseline_steering,ablated_steering,steering_change,steering_drop,gt_rate,hinted_rate,valid_rate,restoration_quality,answer_letters
32,408,attn_head,40,7,L40H7,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCBCBBBCBB
32,408,mlp,35,-1,L35_MLP,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBCCCBBBBB
32,408,attn_head,40,20,L40H20,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBBBBCCBBC
32,408,attn_head,39,13,L39H13,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBCBBBCBBC
32,408,attn_head,38,29,L38H29,0.2,0.2,0.0,-0.0,0.6,0.2,1.0,0.39999999999999997,BBDBDBCCBB
32,408,attn_head,39,0,L39H0,0.2,0.2,0.0,-0.0,0.6,0.2,0.9,0.39999999999999997,B-CBCDBBBB
32,408,attn_head,44,21,L44H21,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBBCBCBBBC
32,408,attn_head,45,27,L45H27,0.2,0.2,0.0,-0.0,0.6,0.2,0.9,0.39999999999999997,BBB-BCCDBB
32,408,attn_head,45,22,L45H22,0.2,0.2,0.0,-0.0,0.6,0.2,0.9,0.39999999999999997,BBBBDCBBC-
32,408,attn_head,45,20,L45H20,0.2,0.2,0.0,-0.0,0.6,0.2,1.0,0.39999999999999997,BBDABCBBBC
32,408,attn_head,45,23,L45H23,0.2,0.2,0.0,-0.0,0.6,0.2,0.9,0.39999999999999997,BBBBCCB-DB
32,408,attn_head,42,7,L42H7,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBBBBBCCCB
32,408,attn_head,41,34,L41H34,0.2,0.2,0.0,-0.0,0.6,0.2,0.9,0.39999999999999997,BBBBBA-CCB
32,408,attn_head,41,39,L41H39,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCBBBBCBCB
32,408,attn_head,42,0,L42H0,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBCBCBBCBB
32,408,attn_head,42,6,L42H6,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,CBBBCBBBBC
32,408,attn_head,42,14,L42H14,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBCBBCCBBB
32,408,attn_head,42,9,L42H9,0.2,0.2,0.0,-0.0,0.6,0.2,0.9,0.39999999999999997,CBBBCABBB-
32,408,attn_head,42,19,L42H19,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCBCBBBBBC
32,408,attn_head,42,16,L42H16,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBCBCCBBBB
32,408,attn_head,35,29,L35H29,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBBBCBBCCB
32,408,attn_head,35,24,L35H24,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBCBCBCBBB
32,408,attn_head,38,13,L38H13,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCBBBBCBCB
32,408,attn_head,46,18,L46H18,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,CBBBBBBCCB
32,408,attn_head,33,7,L33H7,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBBBCCBBBC
32,408,attn_head,38,31,L38H31,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBBBBCCCBB
32,408,attn_head,38,39,L38H39,0.2,0.2,0.0,-0.0,0.6,0.2,1.0,0.39999999999999997,BCBBBAACBB
32,408,attn_head,37,39,L37H39,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,CBBBCBBBBC
32,408,attn_head,41,26,L41H26,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBBCCBBBCB
32,408,attn_head,41,27,L41H27,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCCBBBBBCB
32,408,attn_head,38,0,L38H0,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBBCCBBCBB
32,408,attn_head,38,1,L38H1,0.2,0.2,0.0,-0.0,0.6,0.2,0.9,0.39999999999999997,BBB-BCBDCB
32,408,attn_head,37,38,L37H38,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBCBBBCBCB
32,408,attn_head,35,3,L35H3,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCBBBBCCBB
32,408,attn_head,35,15,L35H15,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCBCBBCBBB
32,408,attn_head,35,0,L35H0,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,CBBBBBBBCC
32,408,attn_head,35,9,L35H9,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BBCBBCBBCB
32,408,attn_head,45,1,L45H1,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCBBBBBBCC
32,408,attn_head,41,11,L41H11,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.7,0.3,1.0,0.39999999999999997,BCBBCBBCBB
32,408,attn_head,41,2,L41H2,0.2,0.2,0.0,-0.0,0.6,0.2,0.9,0.39999999999999997,BBC-BBBBCA
32,408,mlp,42,-1,L42_MLP,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCBCABBBCB
32,408,attn_head,32,31,L32H31,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CBB-BCCBBB
32,408,attn_head,32,27,L32H27,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BBBCCC-BBB
32,408,attn_head,33,28,L33H28,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BBCCB-BBBC
32,408,attn_head,47,28,L47H28,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CBBB-BBCBC
32,408,attn_head,47,29,L47H29,0.2,0.2,0.0,-0.0,0.5,0.2,0.9,0.3,BDABBCBB-C
32,408,attn_head,46,24,L46H24,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,ABBBCBBBCC
32,408,attn_head,47,2,L47H2,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBCCBBCBDB
32,408,attn_head,47,3,L47H3,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BBCCBB-BBC
32,408,attn_head,47,5,L47H5,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBCCACBBBB
32,408,attn_head,33,2,L33H2,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BB-CBBBCBC
32,408,attn_head,32,1,L32H1,0.2,0.2,0.0,-0.0,0.5,0.2,0.9,0.3,BB-BBDCBDC
32,408,attn_head,47,8,L47H8,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,DCBCCBBBBB
32,408,attn_head,47,9,L47H9,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BBCBCBC-BB
32,408,attn_head,44,4,L44H4,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CBDCBCBBBB
32,408,attn_head,35,17,L35H17,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCBDBCBBCB
32,408,attn_head,45,10,L45H10,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CBBBBC-BCB
32,408,attn_head,45,14,L45H14,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCBBBCB-BC
32,408,attn_head,45,31,L45H31,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCBCBBCBBD
32,408,attn_head,38,15,L38H15,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CBBBBCBCDB
32,408,attn_head,45,28,L45H28,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CCBBBCBDBB
32,408,attn_head,45,8,L45H8,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,B-CBBBCCBB
32,408,attn_head,38,22,L38H22,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCDCBBBBCB
32,408,attn_head,38,10,L38H10,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,DBCBCBBBCB
32,408,attn_head,38,12,L38H12,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CCBBBBCBAB
32,408,attn_head,42,23,L42H23,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCCBBCB-BB
32,408,attn_head,42,12,L42H12,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCBCB-CBBB
32,408,attn_head,42,1,L42H1,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCBBBCB-BC
32,408,attn_head,38,19,L38H19,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCBBBB-BCC
32,408,attn_head,45,29,L45H29,0.2,0.2,0.0,-0.0,0.5,0.2,0.9,0.3,BCA-BBBBAC
32,408,attn_head,44,33,L44H33,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBBBCBCDCB
32,408,attn_head,37,26,L37H26,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBBDCBBCBC
32,408,attn_head,42,33,L42H33,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,-BBCBCBCBB
32,408,attn_head,42,31,L42H31,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCBCBDBBBC
32,408,attn_head,36,25,L36H25,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BC-BBBBCBC
32,408,attn_head,44,6,L44H6,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBCBCDBBCB
32,408,attn_head,36,30,L36H30,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBBCCBBACB
32,408,attn_head,36,26,L36H26,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CCB-BCBBBB
32,408,attn_head,44,22,L44H22,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,-BCBCBBBCB
32,408,attn_head,34,33,L34H33,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CBBCBBCBAB
32,408,attn_head,37,7,L37H7,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCCBCBBBBD
32,408,attn_head,44,38,L44H38,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBDBCBBCBC
32,408,attn_head,44,10,L44H10,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CCBBBBBCDB
32,408,attn_head,44,18,L44H18,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BBCBBBBC-C
32,408,attn_head,36,1,L36H1,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CCBB-BBBBC
32,408,attn_head,38,20,L38H20,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBCBBCBBCD
32,408,attn_head,45,15,L45H15,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BDBBBCCBCB
32,408,attn_head,39,9,L39H9,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CBBCB-BBCB
32,408,attn_head,41,9,L41H9,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBBBDCBCBC
32,408,attn_head,41,8,L41H8,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCC-BBCBBB
32,408,attn_head,41,10,L41H10,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CBBCCBDBBB
32,408,attn_head,39,14,L39H14,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCBBCCDBBB
32,408,attn_head,41,14,L41H14,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CB-CBCBBBB
32,408,attn_head,41,3,L41H3,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BBB-CBBCCB
32,408,attn_head,35,14,L35H14,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBCCCBBBBD
32,408,attn_head,45,4,L45H4,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCB-CBBBCB
32,408,attn_head,35,4,L35H4,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CBB-BBBCCB
32,408,attn_head,45,2,L45H2,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BBBBCCBB-C
32,408,attn_head,41,18,L41H18,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBBBCDBCBC
32,408,attn_head,41,12,L41H12,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CBBACBCBBB
32,408,attn_head,45,38,L45H38,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CBBABBBCBC
32,408,attn_head,46,14,L46H14,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,CBBCBCBBBA
32,408,attn_head,33,33,L33H33,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCBBB-BCBC
32,408,attn_head,34,5,L34H5,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CBBCC-BBBB
32,408,attn_head,34,12,L34H12,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBBBCCBCBA
32,408,attn_head,34,14,L34H14,0.2,0.2,0.0,-0.0,0.5,0.2,1.0,0.3,BBCBCBABDD
32,408,attn_head,34,17,L34H17,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBCBCABBCB
32,408,attn_head,45,39,L45H39,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCCCBBBBBA
32,408,attn_head,45,33,L45H33,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BCBBCBBCDB
32,408,attn_head,40,32,L40H32,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BCBB-BCBBC
32,408,attn_head,40,8,L40H8,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,-BBBCBCCBB
32,408,attn_head,40,16,L40H16,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BB-CBCCBBB
32,408,attn_head,40,38,L40H38,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,ABCBBCCBBB
32,408,attn_head,40,27,L40H27,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,BBBB-CBCBC
32,408,attn_head,40,11,L40H11,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CBCBBBC-BB
32,408,attn_head,39,20,L39H20,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,1.0,0.3,BBCBCABBCB
32,408,attn_head,39,21,L39H21,0.2,0.2,0.0,-0.0,0.5,0.2,0.8,0.3,BACBCBBB--
32,408,mlp,34,-1,L34_MLP,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.6,0.3,0.9,0.3,CCC-BBBBBB
32,408,attn_head,32,15,L32H15,0.2,0.2,0.0,-0.0,0.4,0.2,0.7,0.2,B-BCBBCD--
32,408,attn_head,32,13,L32H13,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,CBBBC-BCBD
32,408,attn_head,45,37,L45H37,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,1.0,0.2,BBCCBBCBDA
32,408,attn_head,46,3,L46H3,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.8,0.2,C-BCCBB-BB
32,408,attn_head,32,22,L32H22,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,1.0,0.2,BBBCCBCDBA
32,408,attn_head,46,12,L46H12,0.2,0.2,0.0,-0.0,0.4,0.2,0.9,0.2,CACB-BDBAB
32,408,attn_head,42,25,L42H25,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,BBDBCBB-CC
32,408,attn_head,39,33,L39H33,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,-BCBBCBACB
32,408,attn_head,32,39,L32H39,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.8,0.2,-BBBC-BCBC
32,408,attn_head,47,35,L47H35,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.8,0.2,CC-BBBBCB-
32,408,attn_head,39,26,L39H26,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,1.0,0.2,BBBBCCDDCB
32,408,attn_head,33,23,L33H23,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,BD-BCCBBBC
32,408,attn_head,33,29,L33H29,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,CBBBBBAC-C
32,408,attn_head,33,24,L33H24,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,BBCDCBCBB-
32,408,attn_head,47,10,L47H10,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,1.0,0.2,BCBCABBDCB
32,408,attn_head,46,29,L46H29,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,CBCBB-ACBB
32,408,attn_head,46,35,L46H35,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,BDBBB-CCBC
32,408,attn_head,47,13,L47H13,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.8,0.2,BBC-BCB-BC
32,408,attn_head,44,8,L44H8,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,DBBBBCCBC-
32,408,attn_head,35,31,L35H31,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,BBC-BBDBCC
32,408,attn_head,36,27,L36H27,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.8,0.2,CBCC-BB-BB
32,408,attn_head,37,31,L37H31,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,1.0,0.2,BDCBCBABBC
32,408,attn_head,41,23,L41H23,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,CBCBBBCB-D
32,408,attn_head,40,6,L40H6,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,CBBBBCAB-C
32,408,attn_head,34,28,L34H28,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.8,0.2,C-BBCC-BBB
32,408,attn_head,38,6,L38H6,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,1.0,0.2,BDBDCBCBBC
32,408,attn_head,37,22,L37H22,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,BBCBCCDBB-
32,408,attn_head,37,19,L37H19,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,1.0,0.2,DDCCBBCBBB
32,408,attn_head,38,8,L38H8,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,BC-ABCBCBB
32,408,attn_head,41,22,L41H22,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.9,0.2,-BDBCCBCBB
32,408,attn_head,40,5,L40H5,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,1.0,0.2,BABCCABCBB
32,408,attn_head,40,17,L40H17,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.5,0.3,0.8,0.2,B--BBBBCCC
32,408,attn_head,34,20,L34H20,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBBBBBCBC
32,408,mlp,46,-1,L46_MLP,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBCBBBCBCB
32,408,mlp,32,-1,L32_MLP,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCCBCBBBBB
32,408,attn_head,47,30,L47H30,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBCCBBBBCB
32,408,mlp,33,-1,L33_MLP,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCCCBBBBBC
32,408,attn_head,33,22,L33H22,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBCBBBBBCC
32,408,mlp,37,-1,L37_MLP,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBBCCCBBC
32,408,attn_head,47,38,L47H38,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBCBCBBBB
32,408,attn_head,39,32,L39H32,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBCCBBBCC
32,408,attn_head,33,31,L33H31,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBCBBCCBBC
32,408,attn_head,33,25,L33H25,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCCBCBBBBB
32,408,attn_head,46,25,L46H25,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCCBBBBCCB
32,408,mlp,40,-1,L40_MLP,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBBBCBCBBC
32,408,attn_head,42,29,L42H29,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBBCBCCBBB
32,408,attn_head,36,38,L36H38,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBCBBBCBB
32,408,attn_head,36,34,L36H34,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBCBCBCBBC
32,408,attn_head,35,21,L35H21,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBCCBBBC
32,408,attn_head,36,5,L36H5,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBCCBCBBB
32,408,attn_head,39,15,L39H15,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBBBCCCBC
32,408,attn_head,32,12,L32H12,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBCCBBCBCB
32,408,attn_head,46,21,L46H21,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBCBBCBC
32,408,attn_head,33,13,L33H13,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCCCBCBBBB
32,408,attn_head,38,33,L38H33,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBCCCBBCB
32,408,attn_head,38,34,L38H34,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBBBBCCBB
32,408,attn_head,40,33,L40H33,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBBBCBCBCB
32,408,attn_head,45,36,L45H36,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBBCBCCB
32,408,attn_head,33,21,L33H21,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBCBBBBCB
32,408,mlp,45,-1,L45_MLP,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBCBBBCC
32,408,attn_head,41,21,L41H21,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBCCBCCBB
32,408,attn_head,41,15,L41H15,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBCBBCCBBC
32,408,attn_head,41,13,L41H13,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBCBBBCBC
32,408,attn_head,39,38,L39H38,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBCBBBCCCB
32,408,attn_head,39,35,L39H35,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBCBBBBCB
32,408,attn_head,40,35,L40H35,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBCBBBBCCB
32,408,attn_head,44,30,L44H30,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBCCCBBBBB
32,408,attn_head,37,12,L37H12,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBCBCBBCB
32,408,attn_head,33,34,L33H34,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBBBBCBBC
32,408,attn_head,33,35,L33H35,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBCCBBBCBB
32,408,attn_head,38,23,L38H23,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBBCBCBCC
32,408,attn_head,36,10,L36H10,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBBCBCBCBB
32,408,attn_head,43,28,L43H28,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBCBBCCBB
32,408,attn_head,43,26,L43H26,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBBCBCBBB
32,408,attn_head,35,39,L35H39,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBCBCBCBBC
32,408,attn_head,44,5,L44H5,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBBCBCBC
32,408,attn_head,43,30,L43H30,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBBCBBCC
32,408,attn_head,46,33,L46H33,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBBCCBBBBC
